,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,28,IND,NBA,SF,72,2943,3%,57%,41%,,,-0.7,-2.6,112,43,81,42,118,0,958,27,53
2001-02,29,TOT,NBA,SF,83,3153,1%,22%,75%,3%,,-2.4,+3.9,109,43,101,35,121,0,770,29,61
2001-02,29,IND,NBA,SF,53,1937,1%,28%,70%,1%,,+1.0,+1.9,54,20,64,22,66,0,431,18,44
2001-02,29,CHI,NBA,SF,30,1216,,12%,83%,5%,,-7.9,+2.4,55,23,37,13,55,0,339,11,17
2002-03,30,CHI,NBA,SF,82,3351,,36%,64%,,,-6.1,-4.2,141,67,94,54,167,0,857,39,63
2003-04,31,TOT,NBA,PG-SF,66,2497,70%,20%,10%,,,-2.8,+3.5,110,46,70,35,77,0,739,20,39
2003-04,31,CHI,NBA,SF,16,529,7%,46%,47%,,,-9.9,-3.4,14,11,16,6,15,0,118,4,8
2003-04,31,TOR,NBA,PG,50,1968,87%,13%,,,,-0.8,+5.1,96,35,54,29,62,0,621,16,31
2004-05,32,TOR,NBA,SF,81,2710,,16%,79%,4%,,-3.9,-7.5,78,45,74,36,130,0,489,41,52
2005-06,33,TOT,NBA,SF-SG,72,1983,1%,24%,72%,3%,,-7.6,-3.1,41,36,72,26,108,9,421,25,38
2005-06,33,TOR,NBA,SF,46,1236,,8%,88%,4%,,-5.3,-2.6,18,23,48,16,67,4,264,15,22
2005-06,33,NYK,NBA,SG,26,747,2%,52%,46%,,,-11.3,-5.3,23,13,24,10,41,5,157,10,16
2006-07,34,PHO,NBA,SF,29,246,,20%,58%,23%,,-7.7,-16.5,6,2,13,0,2,3,36,0,2
Career,,,NBA,,485,16883,11%,30%,57%,2%,,-3.8,-1.9,597,282,505,228,723,12,4270,181,308
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,TOR,NBA,,177,5914,29%,14%,55%,3%,,-3.2,-2.3,192,103,176,81,259,4,1374,72,105
3 seasons,,CHI,NBA,,128,5096,1%,31%,67%,1%,,-6.9,-2.6,210,101,147,73,237,0,1314,54,88
2 seasons,,IND,NBA,,125,4880,2%,45%,52%,1%,,0.0,-0.8,166,63,145,64,184,0,1389,45,97
1 season,,PHO,NBA,,29,246,,20%,58%,23%,,-7.7,-16.5,6,2,13,0,2,3,36,0,2
1 season,,NYK,NBA,,26,747,2%,52%,46%,,,-11.3,-5.3,23,13,24,10,41,5,157,10,16
