Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1976-77,23,SEA,NBA,SG,4,NA,10,9,27,0.333,0,0,NA,9,4.5,13.5,4.5,0,0,22.5,18,NA,NA,103
Career,NA,,NBA,,4,NA,10,9,27,0.333,0,0,NA,9,4.5,13.5,4.5,0,0,22.5,18,NA,NA,103
