Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1989-90,28,DET,NBA,SF,1,0,11:00,2,4,0.5,0,0,NA,0,0,NA,3,4,1,0,1,2,1,4
1991-92,30,DET,NBA,PF,1,0,25:00,2,7,0.286,0,0,NA,0,0,NA,7,13,0,1,0,2,1,4
Career,NA,,NBA,,2,0,36,4,11,0.364,0,0,NA,0,0,NA,10,17,1,1,1,4,2,8
