Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1965-66,25,DET,NBA,PG,1,0,28:00,8,16,0.5,1,5,0.2,1,0,1,17
Career,NA,,NBA,,1,0,28,8,16,0.5,1,5,0.2,1,0,1,17
