Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1963-64,23,DET,NBA,SG,60,811,8,0.396,0.235,NA,NA,NA,NA,NA,-1.2,0.3,-0.9,-0.053
1964-65,24,DET,NBA,PG,76,2074,13.8,0.478,0.224,NA,NA,NA,11,NA,2.2,1.7,4,0.092
1965-66,25,DET,NBA,PG,80,2788,15.1,0.491,0.283,NA,NA,NA,11.7,NA,3.7,2.3,6,0.104
1966-67,26,DET,NBA,SG,81,2419,14.9,0.471,0.248,NA,NA,NA,11.4,NA,1.4,2.3,3.7,0.073
1967-68,27,DET,NBA,SG,76,2303,16.6,0.523,0.313,NA,NA,NA,13.2,NA,4.5,1.4,5.9,0.123
1968-69,28,DET,NBA,SG,80,2252,12.5,0.482,0.278,NA,NA,NA,11.1,NA,1.8,0.6,2.4,0.051
1969-70,29,TOT,NBA,SG,47,1295,12.7,0.493,0.323,NA,NA,NA,9.3,NA,0.7,0.5,1.2,0.046
1969-70,29,DET,NBA,SG,44,1243,12.8,0.489,0.32,NA,NA,NA,9.3,NA,0.6,0.5,1,0.04
1969-70,29,BAL,NBA,SG,3,52,10.1,0.697,0.5,NA,NA,NA,9,NA,0.1,0,0.2,0.173
1970-71,30,BAL,NBA,SG,63,1541,10.9,0.474,0.249,NA,NA,4.8,9.3,NA,0.5,1.5,2,0.061
1971-72,31,NYK,NBA,SG,42,198,5.2,0.431,0.281,NA,NA,4,11.1,NA,-0.1,0.2,0,0.009
Career,NA,,NBA,,605,15681,13.7,0.483,0.271,NA,NA,4.7,11.2,NA,13.6,10.8,24.4,0.075
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,DET,NBA,,497,13890,14.1,0.484,0.272,NA,NA,NA,11.5,NA,13,9.2,22.2,0.077
2 seasons,NA,BAL,NBA,,66,1593,10.9,0.478,0.253,NA,NA,4.8,9.3,NA,0.7,1.5,2.1,0.065
1 season,NA,NYK,NBA,,42,198,5.2,0.431,0.281,NA,NA,4,11.1,NA,-0.1,0.2,0,0.009
