,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1963-64,23,DET,NBA,,11,,5,5,,,,27
1964-65,24,DET,NBA,,13,,8,13,,,,30
1965-66,25,DET,NBA,,15,,10,14,,,,36
1966-67,26,DET,NBA,,17,,10,13,,,,37
1967-68,27,DET,NBA,,18,,12,15,,,,39
1968-69,28,DET,NBA,,12,,7,13,,,,29
1969-70,29,TOT,NBA,,13,,9,10,,,,29
1969-70,29,DET,NBA,,13,,9,10,,,,29
1969-70,29,BAL,NBA,,4,,2,4,,,,10
1970-71,30,BAL,NBA,,10,,7,9,,,,26
1971-72,31,NYK,NBA,,3,,3,4,,,,9
Career,,,,,18,,12,15,,,,39
7 Seasons,,DET,NBA,,18,,12,15,,,,39
2 Seasons,,BAL,NBA,,10,,7,9,,,,26
1 Season,,NYK,NBA,,3,,3,4,,,,9
