Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1963-64,23,DET,NBA,SG,60,NA,13.5,2.2,6.2,0.353,1,1.5,0.713,1.6,1,1.5,5.4
1964-65,24,DET,NBA,PG,76,NA,27.3,5.8,13.1,0.442,2.2,2.9,0.744,3.4,2.1,2.6,13.7
1965-66,25,DET,NBA,PG,80,NA,34.9,7.9,17.7,0.447,3.7,5,0.741,3.8,2.8,2.5,19.6
1966-67,26,DET,NBA,SG,81,NA,29.9,7.2,16.8,0.427,3.2,4.2,0.772,3.7,2.2,2.7,17.6
1967-68,27,DET,NBA,SG,76,NA,30.3,7.4,15.5,0.475,3.7,4.9,0.764,3.5,2.8,2.6,18.5
1968-69,28,DET,NBA,SG,80,NA,28.2,5.5,12.3,0.449,2.3,3.4,0.667,3.5,2.3,2.5,13.3
1969-70,29,TOT,NBA,SG,47,NA,27.6,5.1,11.5,0.44,2.8,3.7,0.76,3.8,1.8,2.3,13
1969-70,29,DET,NBA,SG,44,NA,28.3,5.3,12.1,0.435,3,3.9,0.765,3.9,1.9,2.3,13.5
1969-70,29,BAL,NBA,SG,3,NA,17.3,2.3,3.3,0.7,1,1.7,0.6,1.3,1.3,2.7,5.7
1970-71,30,BAL,NBA,SG,63,NA,24.5,4,9.4,0.426,1.9,2.3,0.803,2.7,1.7,1.9,9.9
1971-72,31,NYK,NBA,SG,42,NA,4.7,0.5,1.5,0.359,0.4,0.4,0.889,0.4,0.4,1.1,1.5
Career,NA,,NBA,,605,NA,25.9,5.5,12.4,0.44,2.5,3.4,0.747,3.1,2,2.3,13.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,DET,NBA,,497,NA,27.9,6.1,13.8,0.441,2.8,3.7,0.742,3.4,2.2,2.4,14.9
2 seasons,NA,BAL,NBA,,66,NA,24.1,3.9,9.1,0.431,1.8,2.3,0.796,2.6,1.7,1.9,9.7
1 season,NA,NYK,NBA,,42,NA,4.7,0.5,1.5,0.359,0.4,0.4,0.889,0.4,0.4,1.1,1.5
