,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1977-78,23,GSW,NBA,,10,15,5,6,2,3,4,6,3,2,5,5,23,19.0
Career,,,,,10,15,5,6,2,3,4,6,3,2,5,5,23,19.0
