Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,22,MIL,NBA,C,82,NA,3534,938,1810,0.518,NA,NA,NA,938,1810,0.518,0.518,485,743,0.653,NA,NA,1190,337,NA,NA,NA,283,2361
1970-71,23,MIL,NBA,C,82,NA,3288,1063,1843,0.577,NA,NA,NA,1063,1843,0.577,0.577,470,681,0.69,NA,NA,1311,272,NA,NA,NA,264,2596
1971-72,24,MIL,NBA,C,81,NA,3583,1159,2019,0.574,NA,NA,NA,1159,2019,0.574,0.574,504,732,0.689,NA,NA,1346,370,NA,NA,NA,235,2822
1972-73,25,MIL,NBA,C,76,NA,3254,982,1772,0.554,NA,NA,NA,982,1772,0.554,0.554,328,460,0.713,NA,NA,1224,379,NA,NA,NA,208,2292
1973-74,26,MIL,NBA,C,81,NA,3548,948,1759,0.539,NA,NA,NA,948,1759,0.539,0.539,295,420,0.702,287,891,1178,386,112,283,NA,238,2191
1974-75,27,MIL,NBA,C,65,NA,2747,812,1584,0.513,NA,NA,NA,812,1584,0.513,0.513,325,426,0.763,194,718,912,264,65,212,NA,205,1949
1975-76,28,LAL,NBA,C,82,NA,3379,914,1728,0.529,NA,NA,NA,914,1728,0.529,0.529,447,636,0.703,272,1111,1383,413,119,338,NA,292,2275
1976-77,29,LAL,NBA,C,82,NA,3016,888,1533,0.579,NA,NA,NA,888,1533,0.579,0.579,376,536,0.701,266,824,1090,319,101,261,NA,262,2152
1977-78,30,LAL,NBA,C,62,NA,2265,663,1205,0.55,NA,NA,NA,663,1205,0.55,0.55,274,350,0.783,186,615,801,269,103,185,208,182,1600
1978-79,31,LAL,NBA,C,80,NA,3157,777,1347,0.577,NA,NA,NA,777,1347,0.577,0.577,349,474,0.736,207,818,1025,431,76,316,282,230,1903
1979-80,32,LAL,NBA,C,82,NA,3143,835,1383,0.604,0,1,0,835,1382,0.604,0.604,364,476,0.765,190,696,886,371,81,280,297,216,2034
1980-81,33,LAL,NBA,C,80,NA,2976,836,1457,0.574,0,1,0,836,1456,0.574,0.574,423,552,0.766,197,624,821,272,59,228,249,244,2095
1981-82,34,LAL,NBA,C,76,76,2677,753,1301,0.579,0,3,0,753,1298,0.58,0.579,312,442,0.706,172,487,659,225,63,207,230,224,1818
1982-83,35,LAL,NBA,C,79,79,2554,722,1228,0.588,0,2,0,722,1226,0.589,0.588,278,371,0.749,167,425,592,200,61,170,200,220,1722
1983-84,36,LAL,NBA,C,80,80,2622,716,1238,0.578,0,1,0,716,1237,0.579,0.578,285,394,0.723,169,418,587,211,55,143,221,211,1717
1984-85,37,LAL,NBA,C,79,79,2630,723,1207,0.599,0,1,0,723,1206,0.6,0.599,289,395,0.732,162,460,622,249,63,162,197,238,1735
1985-86,38,LAL,NBA,C,79,79,2629,755,1338,0.564,0,2,0,755,1336,0.565,0.564,336,439,0.765,133,345,478,280,67,130,203,248,1846
1986-87,39,LAL,NBA,C,78,78,2441,560,993,0.564,1,3,0.333,559,990,0.565,0.564,245,343,0.714,152,371,523,203,49,97,186,245,1366
1987-88,40,LAL,NBA,C,80,80,2308,480,903,0.532,0,1,0,480,902,0.532,0.532,205,269,0.762,118,360,478,135,48,92,159,216,1165
1988-89,41,LAL,NBA,C,74,74,1695,313,659,0.475,0,3,0,313,656,0.477,0.475,122,165,0.739,103,231,334,74,38,85,95,196,748
Career,NA,,NBA,,1560,625,57446,15837,28307,0.559,1,18,0.056,15836,28289,0.56,0.559,6712,9304,0.721,2975,9394,17440,5660,1160,3189,2527,4657,38387
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14 seasons,NA,LAL,NBA,,1093,625,37492,9935,17520,0.567,1,18,0.056,9934,17502,0.568,0.567,4305,5842,0.737,2494,7785,10279,3652,983,2694,2527,3224,24176
6 seasons,NA,MIL,NBA,,467,NA,19954,5902,10787,0.547,NA,NA,NA,5902,10787,0.547,0.547,2407,3462,0.695,481,1609,7161,2008,177,495,NA,1433,14211
