Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,22,NJN,NBA,C,5,0,6,0,3,0,0,0,NA,0,3,0,0,0,0,NA,0,1,1,0,0,0,3,1,0
Career,NA,,NBA,,5,0,6,0,3,0,0,0,NA,0,3,0,0,0,0,NA,0,1,1,0,0,0,3,1,0
