,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,32,ORL,NBA,PG,75,2767,100%,1%,,,,+3.9,+9.4,141,35,42,7,55,0,1149,9,41
2001-02,33,ORL,NBA,PG,82,2730,100%,,,,,+3.2,+4.8,114,43,53,2,46,0,1031,7,38
2002-03,34,ORL,NBA,PG,82,2350,93%,7%,,,,+0.5,+1.1,95,42,43,8,25,0,740,7,23
2003-04,35,NOH,NBA,PG,79,2247,100%,,,,,+2.0,+5.5,108,30,32,9,35,0,695,2,28
2004-05,36,TOT,NBA,PG,66,988,100%,,,,,-2.3,-1.6,42,17,27,3,13,0,398,0,17
2004-05,36,NOH,NBA,PG,14,412,100%,,,,,-7.8,+0.6,17,8,6,1,4,0,140,0,4
2004-05,36,DAL,NBA,PG,52,576,100%,,,,,+1.4,-5.6,25,9,21,2,9,0,258,0,13
2005-06,37,DAL,NBA,PG,62,622,100%,,,,,+1.5,-6.1,37,10,22,2,9,25,198,1,9
2006-07,38,IND,NBA,PG,81,1275,100%,,,,,-2.3,+1.1,47,17,34,3,19,30,442,5,5
2007-08,39,NJN,NBA,PG,50,549,100%,,,,,-9.2,-4.0,28,7,8,3,5,11,163,1,6
Career,,,NBA,,577,13528,99%,1%,,,,+1.2,+3.5,612,201,261,37,207,66,4816,32,167
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ORL,NBA,,239,7847,98%,2%,,,,+2.6,+5.3,350,120,138,17,126,0,2920,23,102
2 seasons,,DAL,NBA,,114,1198,100%,,,,,+1.4,-5.8,62,19,43,4,18,25,456,1,22
2 seasons,,NOH,NBA,,93,2659,100%,,,,,+0.5,+4.7,125,38,38,10,39,0,835,2,32
1 season,,IND,NBA,,81,1275,100%,,,,,-2.3,+1.1,47,17,34,3,19,30,442,5,5
1 season,,NJN,NBA,,50,549,100%,,,,,-9.2,-4.0,28,7,8,3,5,11,163,1,6
