,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1994-95,26,ORL,NBA,,1,4,1,3,1,1,2,2,1,0,1,1,1,0,1,1,5,4.3
1995-96,27,ORL,NBA,,3,8,2,4,2,6,2,2,0,1,1,2,2,0,2,1,8,5.7
1996-97,28,ORL,NBA,35:50,8,15,5,10,8,11,9,9,3,3,4,10,6,1,6,6,19,19.2
1997-98,29,ORL,NBA,46:02,9,19,3,4,9,19,8,9,5,7,9,12,5,2,8,6,24,26.1
1998-99,30,ORL,NBA,42:07,10,20,4,10,8,12,11,11,4,8,12,13,6,1,6,5,28,28.7
1999-00,31,ORL,NBA,41:21,13,22,6,11,12,17,8,8,4,7,10,14,7,1,7,4,33,34.0
2000-01,32,ORL,NBA,49:15,11,24,7,11,7,14,9,10,5,8,10,16,6,2,7,6,34,33.6
2001-02,33,ORL,NBA,44:18,10,19,5,12,8,16,9,9,5,7,8,13,6,4,8,6,29,26.5
2002-03,34,ORL,NBA,45:11,8,19,5,8,6,13,8,11,3,7,10,11,5,2,6,6,21,22.3
2003-04,35,NOH,NBA,43:17,12,24,5,13,9,12,9,9,4,8,8,15,6,3,6,6,35,27.4
2004-05,36,TOT,NBA,38:57,9,20,5,9,6,14,6,6,4,5,7,8,4,1,5,6,21,16.2
2004-05,36,NOH,NBA,38:57,9,20,5,9,6,14,5,5,4,5,7,8,3,1,3,6,21,16.2
2004-05,36,DAL,NBA,26:55,3,10,2,4,3,8,6,6,2,5,5,8,4,1,5,6,7,10.6
2005-06,37,DAL,NBA,27:14,4,7,2,3,3,6,4,4,2,8,10,5,2,1,4,4,12,9.9
2006-07,38,IND,NBA,38:42,7,13,5,7,7,9,6,7,3,6,8,10,4,1,5,5,17,20.9
2007-08,39,NJN,NBA,28:59,6,7,3,5,5,6,4,4,2,4,4,6,4,1,3,4,13,14.5
Career,,,,49:15,13,24,7,13,12,19,11,11,5,8,12,16,7,4,8,6,35,34.0
9 Seasons,,ORL,NBA,49:15,13,24,7,12,12,19,11,11,5,8,12,16,7,4,8,6,34,34.0
2 Seasons,,DAL,NBA,27:14,4,10,2,4,3,8,6,6,2,8,10,8,4,1,5,6,12,10.6
2 Seasons,,NOH,NBA,43:17,12,24,5,13,9,14,9,9,4,8,8,15,6,3,6,6,35,27.4
1 Season,,IND,NBA,38:42,7,13,5,7,7,9,6,7,3,6,8,10,4,1,5,5,17,20.9
1 Season,,NJN,NBA,28:59,6,7,3,5,5,6,4,4,2,4,4,6,4,1,3,4,13,14.5
