Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996-97,28,ORL,NBA,PG,5,0,143,20,42,0.476,6,18,0.333,14,24,0.583,0.548,11,13,0.846,3,18,21,17,8,1,7,6,57
1998-99,30,ORL,NBA,PG,4,4,163,17,46,0.37,9,24,0.375,8,22,0.364,0.467,16,16,1,6,14,20,25,9,0,25,16,59
2000-01,32,ORL,NBA,PG,4,4,167,17,45,0.378,7,19,0.368,10,26,0.385,0.456,12,13,0.923,5,17,22,19,8,2,11,10,53
2001-02,33,ORL,NBA,PG,4,4,158,20,42,0.476,4,17,0.235,16,25,0.64,0.524,17,21,0.81,3,8,11,13,5,0,7,14,61
2002-03,34,ORL,NBA,PG,7,1,226,20,44,0.455,6,18,0.333,14,26,0.538,0.523,20,22,0.909,7,10,17,26,6,0,17,22,66
2003-04,35,NOH,NBA,PG,7,0,150,8,34,0.235,5,25,0.2,3,9,0.333,0.309,3,3,1,6,9,15,16,6,0,13,10,24
2004-05,36,DAL,NBA,PG,9,0,66,8,16,0.5,2,8,0.25,6,8,0.75,0.563,0,0,NA,3,1,4,9,3,2,2,9,18
2005-06,37,DAL,NBA,PG,11,0,47,3,15,0.2,0,7,0,3,8,0.375,0.2,2,2,1,1,6,7,2,3,1,1,9,8
Career,NA,,NBA,,51,13,1120,113,284,0.398,39,136,0.287,74,148,0.5,0.467,81,90,0.9,34,83,117,127,48,6,83,96,346
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,ORL,NBA,,24,13,857,94,219,0.429,32,96,0.333,62,123,0.504,0.502,76,85,0.894,24,67,91,100,36,3,67,68,296
2 seasons,NA,DAL,NBA,,20,0,113,11,31,0.355,2,15,0.133,9,16,0.563,0.387,2,2,1,4,7,11,11,6,3,3,18,26
1 season,NA,NOH,NBA,,7,0,150,8,34,0.235,5,25,0.2,3,9,0.333,0.309,3,3,1,6,9,15,16,6,0,13,10,24
