Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,33,TOT,BAA,NA,48,NA,NA,174,640,0.272,160,229,0.699,NA,38,116,508
1947-48,33,BLB,BAA,NA,34,NA,NA,128,471,0.272,123,172,0.715,NA,24,79,379
1947-48,33,BOS,BAA,NA,14,NA,NA,46,169,0.272,37,57,0.649,NA,14,37,129
1948-49,34,TOT,BAA,NA,45,NA,NA,35,181,0.193,56,74,0.757,NA,32,53,126
1948-49,34,MNL,BAA,NA,24,NA,NA,13,92,0.141,29,40,0.725,NA,15,22,55
1948-49,34,CHS,BAA,NA,21,NA,NA,22,89,0.247,27,34,0.794,NA,17,31,71
Career,NA,,BAA,NA,93,NA,NA,209,821,0.255,216,303,0.713,NA,70,169,634
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BLB,BAA,NA,34,NA,NA,128,471,0.272,123,172,0.715,NA,24,79,379
1 season,NA,MNL,BAA,NA,24,NA,NA,13,92,0.141,29,40,0.725,NA,15,22,55
1 season,NA,CHS,BAA,NA,21,NA,NA,22,89,0.247,27,34,0.794,NA,17,31,71
1 season,NA,BOS,BAA,NA,14,NA,NA,46,169,0.272,37,57,0.649,NA,14,37,129
