Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,33,TOT,BAA,NA,48,NA,NA,3.6,13.3,0.272,3.3,4.8,0.699,NA,0.8,2.4,10.6
1947-48,33,BLB,BAA,NA,34,NA,NA,3.8,13.9,0.272,3.6,5.1,0.715,NA,0.7,2.3,11.1
1947-48,33,BOS,BAA,NA,14,NA,NA,3.3,12.1,0.272,2.6,4.1,0.649,NA,1,2.6,9.2
1948-49,34,TOT,BAA,NA,45,NA,NA,0.8,4,0.193,1.2,1.6,0.757,NA,0.7,1.2,2.8
1948-49,34,MNL,BAA,NA,24,NA,NA,0.5,3.8,0.141,1.2,1.7,0.725,NA,0.6,0.9,2.3
1948-49,34,CHS,BAA,NA,21,NA,NA,1,4.2,0.247,1.3,1.6,0.794,NA,0.8,1.5,3.4
Career,NA,,BAA,NA,93,NA,NA,2.2,8.8,0.255,2.3,3.3,0.713,NA,0.8,1.8,6.8
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BLB,BAA,NA,34,NA,NA,3.8,13.9,0.272,3.6,5.1,0.715,NA,0.7,2.3,11.1
1 season,NA,MNL,BAA,NA,24,NA,NA,0.5,3.8,0.141,1.2,1.7,0.725,NA,0.6,0.9,2.3
1 season,NA,CHS,BAA,NA,21,NA,NA,1,4.2,0.247,1.3,1.6,0.794,NA,0.8,1.5,3.4
1 season,NA,BOS,BAA,NA,14,NA,NA,3.3,12.1,0.272,2.6,4.1,0.649,NA,1,2.6,9.2
