Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1947-48,33,TOT,BAA,NA,48,NA,NA,0.343,0.358,NA,NA,NA,NA,NA,2.1,0.8,2.8,NA
1947-48,33,BLB,BAA,NA,34,NA,NA,0.347,0.365,NA,NA,NA,NA,NA,1.7,0.7,2.4,NA
1947-48,33,BOS,BAA,NA,14,NA,NA,0.332,0.337,NA,NA,NA,NA,NA,0.4,0.1,0.5,NA
1948-49,34,TOT,BAA,NA,45,NA,NA,0.295,0.409,NA,NA,NA,NA,NA,-1,0.7,-0.3,NA
1948-49,34,MNL,BAA,NA,24,NA,NA,0.251,0.435,NA,NA,NA,NA,NA,-0.9,0.2,-0.6,NA
1948-49,34,CHS,BAA,NA,21,NA,NA,0.341,0.382,NA,NA,NA,NA,NA,-0.1,0.4,0.3,NA
Career,NA,,BAA,NA,93,NA,NA,0.332,0.369,NA,NA,NA,NA,NA,1,1.5,2.5,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BLB,BAA,NA,34,NA,NA,0.347,0.365,NA,NA,NA,NA,NA,1.7,0.7,2.4,NA
1 season,NA,MNL,BAA,NA,24,NA,NA,0.251,0.435,NA,NA,NA,NA,NA,-0.9,0.2,-0.6,NA
1 season,NA,CHS,BAA,NA,21,NA,NA,0.341,0.382,NA,NA,NA,NA,NA,-0.1,0.4,0.3,NA
1 season,NA,BOS,BAA,NA,14,NA,NA,0.332,0.337,NA,NA,NA,NA,NA,0.4,0.1,0.5,NA
