Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1947-48,33,TOT,BAA,NA,48,NA,NA,NA,NA,0.272,NA,NA,0.699,NA,NA,NA,NA
1947-48,33,BLB,BAA,NA,34,NA,NA,NA,NA,0.272,NA,NA,0.715,NA,NA,NA,NA
1947-48,33,BOS,BAA,NA,14,NA,NA,NA,NA,0.272,NA,NA,0.649,NA,NA,NA,NA
1948-49,34,TOT,BAA,NA,45,NA,NA,NA,NA,0.193,NA,NA,0.757,NA,NA,NA,NA
1948-49,34,MNL,BAA,NA,24,NA,NA,NA,NA,0.141,NA,NA,0.725,NA,NA,NA,NA
1948-49,34,CHS,BAA,NA,21,NA,NA,NA,NA,0.247,NA,NA,0.794,NA,NA,NA,NA
Career,NA,,BAA,NA,93,NA,NA,NA,NA,0.255,NA,NA,0.713,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BLB,BAA,NA,34,NA,NA,NA,NA,0.272,NA,NA,0.715,NA,NA,NA,NA
1 season,NA,MNL,BAA,NA,24,NA,NA,NA,NA,0.141,NA,NA,0.725,NA,NA,NA,NA
1 season,NA,CHS,BAA,NA,21,NA,NA,NA,NA,0.247,NA,NA,0.794,NA,NA,NA,NA
1 season,NA,BOS,BAA,NA,14,NA,NA,NA,NA,0.272,NA,NA,0.649,NA,NA,NA,NA
