Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,LAL,NBA,SG,18,NA,94,7,29,0.241,NA,NA,NA,7,29,0.241,0.241,12,28,0.429,NA,NA,11,17,NA,18,26
1968-69,24,LAL,NBA,SG,35,NA,289,44,108,0.407,NA,NA,NA,44,108,0.407,0.407,47,82,0.573,NA,NA,44,31,NA,58,135
1969-70,25,DNR,ABA,SG,3,NA,22,2,4,0.5,0,0,NA,2,4,0.5,0.5,2,6,0.333,1,3,4,4,3,3,6
1970-71,26,TOT,NBA,SG,28,NA,198,20,65,0.308,NA,NA,NA,20,65,0.308,0.308,46,67,0.687,NA,NA,48,20,NA,29,86
1970-71,26,CLE,NBA,SG,23,NA,171,19,59,0.322,NA,NA,NA,19,59,0.322,0.322,41,60,0.683,NA,NA,37,16,NA,22,79
1970-71,26,PHI,NBA,SG,5,NA,27,1,6,0.167,NA,NA,NA,1,6,0.167,0.167,5,7,0.714,NA,NA,11,4,NA,7,7
Career,NA,,TOT,,84,NA,603,73,206,0.354,0,0,NA,73,206,0.354,0.354,107,183,0.585,1,3,107,72,3,108,253
,NA,,NBA,,81,NA,581,71,202,0.351,NA,NA,NA,71,202,0.351,0.351,105,177,0.593,NA,NA,103,68,NA,105,247
,NA,,ABA,,3,NA,22,2,4,0.5,0,0,NA,2,4,0.5,0.5,2,6,0.333,1,3,4,4,3,3,6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,53,NA,383,51,137,0.372,NA,NA,NA,51,137,0.372,0.372,59,110,0.536,NA,NA,55,48,NA,76,161
1 season,NA,CLE,NBA,,23,NA,171,19,59,0.322,NA,NA,NA,19,59,0.322,0.322,41,60,0.683,NA,NA,37,16,NA,22,79
1 season,NA,PHI,NBA,,5,NA,27,1,6,0.167,NA,NA,NA,1,6,0.167,0.167,5,7,0.714,NA,NA,11,4,NA,7,7
1 season,NA,DNR,ABA,,3,NA,22,2,4,0.5,0,0,NA,2,4,0.5,0.5,2,6,0.333,1,3,4,4,3,3,6
