Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,LAL,NBA,SG,18,NA,94,2.7,11.1,0.241,NA,NA,NA,2.7,11.1,0.241,4.6,10.7,0.429,NA,NA,4.2,6.5,NA,6.9,10
1968-69,24,LAL,NBA,SG,35,NA,289,5.5,13.5,0.407,NA,NA,NA,5.5,13.5,0.407,5.9,10.2,0.573,NA,NA,5.5,3.9,NA,7.2,16.8
1969-70,25,DNR,ABA,SG,3,NA,22,3.3,6.5,0.5,0,0,NA,3.3,6.5,0.5,3.3,9.8,0.333,1.6,4.9,6.5,6.5,4.9,4.9,9.8
1970-71,26,TOT,NBA,SG,28,NA,198,3.6,11.8,0.308,NA,NA,NA,3.6,11.8,0.308,8.4,12.2,0.687,NA,NA,8.7,3.6,NA,5.3,15.6
1970-71,26,CLE,NBA,SG,23,NA,171,4,12.4,0.322,NA,NA,NA,4,12.4,0.322,8.6,12.6,0.683,NA,NA,7.8,3.4,NA,4.6,16.6
1970-71,26,PHI,NBA,SG,5,NA,27,1.3,8,0.167,NA,NA,NA,1.3,8,0.167,6.7,9.3,0.714,NA,NA,14.7,5.3,NA,9.3,9.3
Career,NA,,TOT,,84,NA,603,4.4,12.3,0.354,0,0,NA,4.4,12.3,0.354,6.4,10.9,0.585,1.6,4.9,6.4,4.3,4.9,6.4,15.1
,NA,,NBA,,81,NA,581,4.4,12.5,0.351,NA,NA,NA,4.4,12.5,0.351,6.5,11,0.593,NA,NA,6.4,4.2,NA,6.5,15.3
,NA,,ABA,,3,NA,22,3.3,6.5,0.5,0,0,NA,3.3,6.5,0.5,3.3,9.8,0.333,1.6,4.9,6.5,6.5,4.9,4.9,9.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,53,NA,383,4.8,12.9,0.372,NA,NA,NA,4.8,12.9,0.372,5.5,10.3,0.536,NA,NA,5.2,4.5,NA,7.1,15.1
1 season,NA,CLE,NBA,,23,NA,171,4,12.4,0.322,NA,NA,NA,4,12.4,0.322,8.6,12.6,0.683,NA,NA,7.8,3.4,NA,4.6,16.6
1 season,NA,PHI,NBA,,5,NA,27,1.3,8,0.167,NA,NA,NA,1.3,8,0.167,6.7,9.3,0.714,NA,NA,14.7,5.3,NA,9.3,9.3
1 season,NA,DNR,ABA,,3,NA,22,3.3,6.5,0.5,0,0,NA,3.3,6.5,0.5,3.3,9.8,0.333,1.6,4.9,6.5,6.5,4.9,4.9,9.8
