Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,23,LAL,NBA,SG,18,NA,5.2,0.4,1.6,0.241,NA,NA,NA,0.4,1.6,0.241,0.241,0.7,1.6,0.429,NA,NA,0.6,0.9,NA,1,1.4
1968-69,24,LAL,NBA,SG,35,NA,8.3,1.3,3.1,0.407,NA,NA,NA,1.3,3.1,0.407,0.407,1.3,2.3,0.573,NA,NA,1.3,0.9,NA,1.7,3.9
1969-70,25,DNR,ABA,SG,3,NA,7.3,0.7,1.3,0.5,0,0,NA,0.7,1.3,0.5,0.5,0.7,2,0.333,0.3,1,1.3,1.3,1,1,2
1970-71,26,TOT,NBA,SG,28,NA,7.1,0.7,2.3,0.308,NA,NA,NA,0.7,2.3,0.308,0.308,1.6,2.4,0.687,NA,NA,1.7,0.7,NA,1,3.1
1970-71,26,CLE,NBA,SG,23,NA,7.4,0.8,2.6,0.322,NA,NA,NA,0.8,2.6,0.322,0.322,1.8,2.6,0.683,NA,NA,1.6,0.7,NA,1,3.4
1970-71,26,PHI,NBA,SG,5,NA,5.4,0.2,1.2,0.167,NA,NA,NA,0.2,1.2,0.167,0.167,1,1.4,0.714,NA,NA,2.2,0.8,NA,1.4,1.4
Career,NA,,TOT,,84,NA,7.2,0.9,2.5,0.354,0,0,NA,0.9,2.5,0.354,0.354,1.3,2.2,0.585,0.3,1,1.3,0.9,1,1.3,3
,NA,,NBA,,81,NA,7.2,0.9,2.5,0.351,NA,NA,NA,0.9,2.5,0.351,0.351,1.3,2.2,0.593,NA,NA,1.3,0.8,NA,1.3,3
,NA,,ABA,,3,NA,7.3,0.7,1.3,0.5,0,0,NA,0.7,1.3,0.5,0.5,0.7,2,0.333,0.3,1,1.3,1.3,1,1,2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,53,NA,7.2,1,2.6,0.372,NA,NA,NA,1,2.6,0.372,0.372,1.1,2.1,0.536,NA,NA,1,0.9,NA,1.4,3
1 season,NA,CLE,NBA,,23,NA,7.4,0.8,2.6,0.322,NA,NA,NA,0.8,2.6,0.322,0.322,1.8,2.6,0.683,NA,NA,1.6,0.7,NA,1,3.4
1 season,NA,PHI,NBA,,5,NA,5.4,0.2,1.2,0.167,NA,NA,NA,0.2,1.2,0.167,0.167,1,1.4,0.714,NA,NA,2.2,0.8,NA,1.4,1.4
1 season,NA,DNR,ABA,,3,NA,7.3,0.7,1.3,0.5,0,0,NA,0.7,1.3,0.5,0.5,0.7,2,0.333,0.3,1,1.3,1.3,1,1,2
