Season,Team,Lg,Salary
2016-17,Oklahoma City Thunder,NBA,"$50,000"
2017-18,Los Angeles Lakers,NBA,< $Minimum
2018-19,Los Angeles Lakers,NBA,< $Minimum
Career,(may be incomplete),,"$50,000"
