,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1975-76,19,TOT,ABA,,12,,0,,,,12,12,,,,,,,,,30,
1975-76,19,SDS,ABA,,11,,0,,,,7,12,,,,,,,,,26,
1975-76,19,SAA,ABA,,12,,0,,,,12,12,,,,,,,,,30,
1976-77,20,SAS,NBA,,10,,,,,,11,11,,,,,,,,,23,
1977-78,21,SAS,NBA,,8,,,,,,10,13,,,,,,,,,22,
1978-79,22,SAS,NBA,,8,,,,,,9,12,,,,,,,,,25,
1979-80,23,SAS,NBA,,10,,0,,,,9,11,,,,,,,,,22,
1980-81,24,SAS,NBA,,11,,1,,,,13,15,,,,,,,,,28,
1981-82,25,SAS,NBA,,13,,1,,,,11,14,,,,,,,,,30,
1982-83,26,CHI,NBA,,8,15,1,,8,,14,17,,,13,6,,,,6,28,
1983-84,27,KCK,NBA,,8,18,0,1,8,18,12,13,5,11,14,7,3,4,7,6,26,22.5
1984-85,28,KCK,NBA,,8,13,0,1,8,13,10,11,6,13,15,9,3,1,7,6,26,24.4
1985-86,29,SAC,NBA,,7,12,0,1,7,12,9,10,7,12,13,8,2,2,6,6,17,16.6
1986-87,30,SAC,NBA,,4,9,0,1,4,9,13,13,4,6,7,5,2,2,4,4,21,20.3
Career,,,TOT,,13,,,,,,14,17,,,,,,,,,30,
,,,NBA,,13,,,,,,14,17,,,,,,,,,30,
,,,ABA,,12,,0,,,,12,12,,,,,,,,,30,
,,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,"SAA,SAS",NBA,,13,,,,,,13,15,,,,,,,,,30,
4 Seasons,,"KCK,SAC",NBA,,8,18,0,1,8,18,13,13,7,13,15,9,3,4,7,6,26,24.4
1 Season,,CHI,NBA,,8,15,1,,8,,14,17,,,13,6,,,,6,28,
1 Season,,SDS,ABA,,11,,0,,,,7,12,,,,,,,,,26,
