,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1964-65,22,BAL,NBA,,9,15,,,,,4,6,,,4,4,,,,6,18
1965-66,23,PHI,NBA,,6,19,,,,,6,7,,,5,5,,,,5,16
1966-67,24,PHI,NBA,,13,26,,,,,11,15,,,10,8,,,,5,30
1967-68,25,PHI,NBA,,12,30,,,,,7,10,,,6,6,,,,6,24
1968-69,26,PHI,NBA,,5,14,,,,,3,4,,,6,3,,,,6,13
1969-70,27,PHI,NBA,,12,,,,,,4,5,,,,,,,,,26
1970-71,28,PHI,NBA,,5,9,,,,,3,5,,,4,4,,,,5,12
1971-72,29,MIL,NBA,,8,,,,,,5,5,,,,,,,,,21
1974-75,32,UTS,ABA,,3,,0,,,,2,2,,,,,,,,,8
1975-76,33,TOT,NBA,,0,0,,,,,0,0,0,1,1,2,0,0,,0,0
1975-76,33,PHI,NBA,,0,0,,,,,0,0,0,1,1,2,0,0,,0,0
Career,,,TOT,,13,,,,,,11,15,,,,,,,,,30
,,,NBA,,13,,,,,,11,15,,,,,,,,,30
,,,ABA,,3,,0,,,,2,2,,,,,,,,,8
,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,PHI,NBA,,13,,,,,,11,15,,,,,,,,,30
1 Season,,BAL,NBA,,9,15,,,,,4,6,,,4,4,,,,6,18
1 Season,,MIL,NBA,,8,,,,,,5,5,,,,,,,,,21
1 Season,,UTS,ABA,,3,,0,,,,2,2,,,,,,,,,8
