Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1953-54,22,TOT,NBA,PF,68,1221,7.8,0.344,0.179,NA,NA,NA,NA,NA,-2,0.3,-1.7,-0.065
1953-54,22,MNL,NBA,PF,2,8,-18.9,0.105,1.333,NA,NA,NA,NA,NA,-0.1,0,-0.1,-0.652
1953-54,22,BLB,NBA,PF,66,1213,8,0.346,0.17,NA,NA,NA,NA,NA,-1.9,0.3,-1.6,-0.062
1954-55,23,FTW,NBA,PF,16,151,6.7,0.409,0.333,NA,NA,NA,NA,NA,-0.1,0.1,0.1,0.028
Career,NA,,NBA,,84,1372,7.7,0.351,0.197,NA,NA,NA,NA,NA,-2.1,0.5,-1.6,-0.055
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BLB,NBA,,66,1213,8,0.346,0.17,NA,NA,NA,NA,NA,-1.9,0.3,-1.6,-0.062
1 season,NA,FTW,NBA,,16,151,6.7,0.409,0.333,NA,NA,NA,NA,NA,-0.1,0.1,0.1,0.028
1 season,NA,MNL,NBA,,2,8,-18.9,0.105,1.333,NA,NA,NA,NA,NA,-0.1,0,-0.1,-0.652
