,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2006-07,23,BOS,NBA,C,63,720,,,,39%,61%,-3.3,+0.7,4,21,34,14,70,20,23,14,14
2007-08,24,BOS,NBA,C,56,809,,,,46%,54%,+7.5,-5.1,7,23,59,6,98,31,37,21,34
2008-09,25,BOS,NBA,PF,70,1227,,,9%,91%,1%,+9.3,+1.2,9,22,82,26,130,32,108,35,45
2009-10,26,CLE,NBA,SF,20,236,,2%,49%,49%,,-2.0,-9.9,0,4,16,3,31,6,0,3,8
2010-11,27,TOT,NBA,C-PF,30,328,,,,37%,63%,-10.7,-7.4,2,5,12,3,39,5,15,12,18
2010-11,27,CLE,NBA,PF,14,187,,,,46%,54%,-16.4,-7.2,1,2,3,2,16,2,4,6,7
2010-11,27,MEM,NBA,C,16,141,,,,26%,75%,-3.1,-5.8,1,3,9,1,23,3,11,6,11
Career,,,NBA,,239,3320,,,7%,60%,33%,+3.3,-2.1,22,75,203,52,368,94,183,85,119
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,BOS,NBA,,189,2756,,,4%,64%,32%,+5.5,-0.7,20,66,175,46,298,83,168,70,93
2 seasons,,CLE,NBA,,34,423,,1%,27%,48%,24%,-8.4,-8.7,1,6,19,5,47,8,4,9,15
1 season,,MEM,NBA,,16,141,,,,26%,75%,-3.1,-5.8,1,3,9,1,23,3,11,6,11
