Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,24,LAL,NBA,C,27,NA,141,17,47,0.362,7,12,0.583,NA,NA,64,5,NA,NA,39,41
1967-68,25,SDR,NBA,C,53,NA,1116,242,492,0.492,131,191,0.686,NA,NA,375,72,NA,NA,175,615
1968-69,26,SDR,NBA,C,35,NA,332,49,111,0.441,31,41,0.756,NA,NA,107,21,NA,NA,53,129
1969-70,27,BOS,NBA,C,80,NA,1866,310,683,0.454,156,233,0.67,NA,NA,613,103,NA,NA,292,776
1970-71,28,BOS,NBA,C,80,NA,1234,214,489,0.438,93,127,0.732,NA,NA,343,79,NA,NA,196,521
1971-72,29,BOS,NBA,C,78,NA,736,103,254,0.406,43,74,0.581,NA,NA,251,61,NA,NA,118,249
1972-73,30,BOS,NBA,C,76,NA,496,78,173,0.451,28,52,0.538,NA,NA,151,26,NA,NA,83,184
1973-74,31,BOS,NBA,C,60,NA,427,60,130,0.462,28,43,0.651,41,94,135,27,3,7,62,148
1974-75,32,BOS,NBA,C,62,NA,518,52,129,0.403,23,43,0.535,33,79,112,32,7,3,72,127
Career,NA,,NBA,,551,NA,6866,1125,2508,0.449,540,816,0.662,74,173,2151,426,10,10,1090,2790
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,BOS,NBA,,436,NA,5277,817,1858,0.44,371,572,0.649,74,173,1605,328,10,10,823,2005
2 seasons,NA,SDR,NBA,,88,NA,1448,291,603,0.483,162,232,0.698,NA,NA,482,93,NA,NA,228,744
1 season,NA,LAL,NBA,,27,NA,141,17,47,0.362,7,12,0.583,NA,NA,64,5,NA,NA,39,41
