Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6,7,8,9,10,11
Hank Finkel,,3.4,3.4,2.3,1.2,1,0.9,0.9,0.4,0,NA,NA
Joel Anthony,83.1,3.4,3.3,3.1,1.7,1.2,1.2,0.6,0.4,0.4,0.2,NA
Vitaly Potapenko,82.3,3.4,3.1,2.5,2.2,1.5,1.1,1,0.5,0.2,0.1,-0.1
Mike Brown,81.4,3.7,3.7,2.4,1.5,1.5,1.4,1,0.7,0.2,0.1,-0.4
Chris Mihm,80.0,4,3.6,2.9,1.3,0.9,0.7,0.1,0,NA,NA,NA
Jake Voskuhl,77.8,3.3,2.7,2.5,1.7,1,0.6,0.2,0,-0.3,NA,NA
Meyers Leonard,77.6,3,2.8,2.4,2.2,1.4,1.1,0.6,NA,NA,NA,NA
Duane Causwell,77.5,3.9,2.9,2.8,1.8,1.3,1.2,0.7,0.7,0.5,0,0
Connie Dierking,77.0,4.2,3,1.5,1.4,1,0.7,0.5,0.5,0.3,0.1,NA
Jim Barnes,76.3,3.4,2.9,2.4,2.1,2.1,1.1,0.3,NA,NA,NA,NA
Steven Hunter,75.7,2.8,2.6,2.5,1,0.9,0.6,0.1,0.1,NA,NA,NA
