Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,24,LAL,NBA,C,27,NA,141,4.3,12,0.362,1.8,3.1,0.583,NA,NA,16.3,1.3,NA,NA,10,10.5
1967-68,25,SDR,NBA,C,53,NA,1116,7.8,15.9,0.492,4.2,6.2,0.686,NA,NA,12.1,2.3,NA,NA,5.6,19.8
1968-69,26,SDR,NBA,C,35,NA,332,5.3,12,0.441,3.4,4.4,0.756,NA,NA,11.6,2.3,NA,NA,5.7,14
1969-70,27,BOS,NBA,C,80,NA,1866,6,13.2,0.454,3,4.5,0.67,NA,NA,11.8,2,NA,NA,5.6,15
1970-71,28,BOS,NBA,C,80,NA,1234,6.2,14.3,0.438,2.7,3.7,0.732,NA,NA,10,2.3,NA,NA,5.7,15.2
1971-72,29,BOS,NBA,C,78,NA,736,5,12.4,0.406,2.1,3.6,0.581,NA,NA,12.3,3,NA,NA,5.8,12.2
1972-73,30,BOS,NBA,C,76,NA,496,5.7,12.6,0.451,2,3.8,0.538,NA,NA,11,1.9,NA,NA,6,13.4
1973-74,31,BOS,NBA,C,60,NA,427,5.1,11,0.462,2.4,3.6,0.651,3.5,7.9,11.4,2.3,0.3,0.6,5.2,12.5
1974-75,32,BOS,NBA,C,62,NA,518,3.6,9,0.403,1.6,3,0.535,2.3,5.5,7.8,2.2,0.5,0.2,5,8.8
Career,NA,,NBA,,551,NA,6866,5.9,13.2,0.449,2.8,4.3,0.662,2.8,6.6,11.3,2.2,0.4,0.4,5.7,14.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,BOS,NBA,,436,NA,5277,5.6,12.7,0.44,2.5,3.9,0.649,2.8,6.6,10.9,2.2,0.4,0.4,5.6,13.7
2 seasons,NA,SDR,NBA,,88,NA,1448,7.2,15,0.483,4,5.8,0.698,NA,NA,12,2.3,NA,NA,5.7,18.5
1 season,NA,LAL,NBA,,27,NA,141,4.3,12,0.362,1.8,3.1,0.583,NA,NA,16.3,1.3,NA,NA,10,10.5
