Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,24,LAL,NBA,C,27,141,7.7,0.392,0.255,NA,NA,NA,4.2,NA,NA,NA,-0.2,0.2,0,-0.005,NA,NA,NA,NA,NA
1967-68,25,SDR,NBA,C,53,1116,17.5,0.534,0.388,NA,NA,NA,9.4,NA,NA,NA,2.3,1.1,3.4,0.146,NA,NA,NA,NA,NA
1968-69,26,SDR,NBA,C,35,332,13.1,0.5,0.369,NA,NA,NA,8.1,NA,NA,NA,0.3,0.5,0.9,0.123,NA,NA,NA,NA,NA
1969-70,27,BOS,NBA,C,80,1866,13.1,0.494,0.341,NA,NA,NA,7.3,NA,NA,NA,1,2.4,3.4,0.087,NA,NA,NA,NA,NA
1970-71,28,BOS,NBA,C,80,1234,12.1,0.478,0.26,NA,NA,12,8.1,NA,NA,NA,0.5,1.8,2.3,0.091,NA,NA,NA,NA,NA
1971-72,29,BOS,NBA,C,78,736,11.1,0.434,0.291,NA,NA,15.6,10,NA,NA,NA,-0.5,1.5,1,0.068,NA,NA,NA,NA,NA
1972-73,30,BOS,NBA,C,76,496,11.4,0.47,0.301,NA,NA,13.7,6.5,NA,NA,NA,0.1,1.1,1.2,0.119,NA,NA,NA,NA,NA
1973-74,31,BOS,NBA,C,60,427,11.6,0.497,0.331,9.5,20.7,15.3,8.1,0.3,0.8,NA,0.3,0.6,0.9,0.096,NA,-2.1,0,-2.1,0
1974-75,32,BOS,NBA,C,62,518,7.5,0.429,0.333,6.4,15,10.8,7.7,0.6,0.3,NA,-0.2,0.6,0.4,0.038,NA,-3.7,-0.1,-3.8,-0.2
Career,NA,,NBA,,551,6866,12.6,0.487,0.325,7.8,17.6,13.2,8.1,0.5,0.5,NA,3.6,9.9,13.5,0.094,NA,-3,0,-3,-0.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,BOS,NBA,,436,5277,11.7,0.475,0.308,7.8,17.6,13.2,7.9,0.5,0.5,NA,1.2,8.1,9.3,0.084,NA,-3,0,-3,-0.2
2 seasons,NA,SDR,NBA,,88,1448,16.5,0.528,0.385,NA,NA,NA,9.1,NA,NA,NA,2.6,1.6,4.3,0.141,NA,NA,NA,NA,NA
1 season,NA,LAL,NBA,,27,141,7.7,0.392,0.255,NA,NA,NA,4.2,NA,NA,NA,-0.2,0.2,0,-0.005,NA,NA,NA,NA,NA
