Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,24,LAL,NBA,C,1,NA,1,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0
1968-69,26,SDR,NBA,C,2,NA,6,0,1.5,0,0,0,NA,NA,NA,3.5,0,NA,NA,1.5,0
1971-72,29,BOS,NBA,C,8,NA,8.5,1.3,2.8,0.455,0,0,NA,NA,NA,3,0.4,NA,NA,1.4,2.5
1972-73,30,BOS,NBA,C,7,NA,3.3,0.9,1.3,0.667,0,0,NA,NA,NA,0.9,0.4,NA,NA,0.6,1.7
1973-74,31,BOS,NBA,C,8,NA,5.8,1,2.3,0.444,0.1,0.1,1,0.6,0.6,1.3,0.4,0.1,0,1.1,2.1
1974-75,32,BOS,NBA,C,7,NA,3.6,0.4,1,0.429,0.4,0.7,0.6,0.4,0.4,0.9,0.6,0,0,0.3,1.3
Career,NA,,NBA,,33,NA,5.3,0.8,1.8,0.458,0.1,0.2,0.667,0.5,0.5,1.6,0.4,0.1,0,0.9,1.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BOS,NBA,,30,NA,5.4,0.9,1.9,0.482,0.1,0.2,0.667,0.5,0.5,1.5,0.4,0.1,0,0.9,1.9
1 season,NA,SDR,NBA,,2,NA,6,0,1.5,0,0,0,NA,NA,NA,3.5,0,NA,NA,1.5,0
1 season,NA,LAL,NBA,,1,NA,1,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0
