Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,24,LAL,NBA,C,1,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0.001,NA,NA,NA,NA,NA
1968-69,26,SDR,NBA,C,2,12,-0.6,0,0,NA,NA,NA,0,NA,NA,NA,-0.1,0,-0.1,-0.317,NA,NA,NA,NA,NA
1971-72,29,BOS,NBA,C,8,68,10.2,0.455,0,NA,NA,17.2,5.7,NA,NA,NA,0,0,0,0.021,NA,NA,NA,NA,NA
1972-73,30,BOS,NBA,C,7,23,21.6,0.667,0,NA,NA,13.1,20,NA,NA,NA,0.1,0,0.1,0.287,NA,NA,NA,NA,NA
1973-74,31,BOS,NBA,C,8,46,11.1,0.461,0.056,11.7,11.4,11.5,9.4,1,0,NA,0,0.1,0.1,0.097,NA,-1.1,-1,-2.1,0
1974-75,32,BOS,NBA,C,7,25,14.8,0.489,0.714,11.8,13.8,12.7,20,0,0,NA,0,0,0,0.083,NA,2.1,-0.6,1.5,0
Career,NA,,NBA,,33,175,11.8,0.47,0.102,11.7,12.2,14.3,10.2,0.7,0,NA,0.1,0.1,0.2,0.061,NA,0.1,-0.9,-0.8,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BOS,NBA,,30,162,12.8,0.495,0.107,11.7,12.2,14.3,11,0.7,0,NA,0.2,0.1,0.3,0.09,NA,0.1,-0.9,-0.8,0
1 season,NA,SDR,NBA,,2,12,-0.6,0,0,NA,NA,NA,0,NA,NA,NA,-0.1,0,-0.1,-0.317,NA,NA,NA,NA,NA
1 season,NA,LAL,NBA,,1,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,0.001,NA,NA,NA,NA,NA
