,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,26,SDR,NBA,,0,3,0,0,,,6,0,,,2,0
1971-72,29,BOS,NBA,,4,9,0,0,,,11,2,,,4,8
1972-73,30,BOS,NBA,,3,4,0,1,,,2,2,,,1,6
1973-74,31,BOS,NBA,,4,7,1,1,4,2,5,2,,,3,8
1974-75,32,BOS,NBA,,2,3,2,3,,,2,3,,,,4
Career,,,,,4,9,2,3,,,11,3,,,,8
4 Seasons,,BOS,NBA,,4,9,2,3,,,11,3,,,,8
1 Season,,SDR,NBA,,0,3,0,0,,,6,0,,,2,0
