Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,24,LAL,NBA,C,1,NA,1,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0
1968-69,26,SDR,NBA,C,2,NA,12,0,3,0,0,0,NA,NA,NA,7,0,NA,NA,3,0
1971-72,29,BOS,NBA,C,8,NA,68,10,22,0.455,0,0,NA,NA,NA,24,3,NA,NA,11,20
1972-73,30,BOS,NBA,C,7,NA,23,6,9,0.667,0,0,NA,NA,NA,6,3,NA,NA,4,12
1973-74,31,BOS,NBA,C,8,NA,46,8,18,0.444,1,1,1,5,5,10,3,1,0,9,17
1974-75,32,BOS,NBA,C,7,NA,25,3,7,0.429,3,5,0.6,3,3,6,4,0,0,2,9
Career,NA,,NBA,,33,NA,175,27,59,0.458,4,6,0.667,8,8,53,13,1,0,29,58
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,BOS,NBA,,30,NA,162,27,56,0.482,4,6,0.667,8,8,46,13,1,0,26,58
1 season,NA,SDR,NBA,,2,NA,12,0,3,0,0,0,NA,NA,NA,7,0,NA,NA,3,0
1 season,NA,LAL,NBA,,1,NA,1,0,0,NA,0,0,NA,NA,NA,0,0,NA,NA,0,0
