Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1954-55,25,PHW,NBA,SG,48,1387,10.8,0.417,0.392,NA,NA,NA,NA,NA,0.2,1.4,1.5,0.053
1955-56,26,PHW,NBA,PG,72,1444,12.8,0.521,0.525,NA,NA,NA,NA,NA,2.3,1.2,3.5,0.117
1956-57,27,PHW,NBA,PG,71,1147,13.4,0.466,0.338,NA,NA,NA,NA,NA,1.3,0.8,2.1,0.089
1957-58,28,PHW,NBA,PG,67,1048,10.9,0.412,0.338,NA,NA,NA,NA,NA,0.1,1.2,1.4,0.063
1958-59,29,TOT,NBA,PG,57,694,14.6,0.506,0.493,NA,NA,NA,NA,NA,1.4,0.8,2.2,0.152
1958-59,29,PHW,NBA,PG,23,284,15,0.531,0.44,NA,NA,NA,NA,NA,0.6,0.4,1,0.168
1958-59,29,SYR,NBA,PG,34,410,14.4,0.494,0.521,NA,NA,NA,NA,NA,0.7,0.5,1.2,0.141
Career,NA,,NBA,,315,5720,12.3,0.459,0.408,NA,NA,NA,NA,NA,5.3,5.5,10.8,0.09
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,PHW,NBA,,281,5310,12.1,0.455,0.396,NA,NA,NA,NA,NA,4.5,5,9.6,0.086
1 season,NA,SYR,NBA,,34,410,14.4,0.494,0.521,NA,NA,NA,NA,NA,0.7,0.5,1.2,0.141
