,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2014-15,22,LAL,NBA,SG,19,568,,73%,27%,,,-12.7,-6.5,11,15,18,4,37,2,94,7,12
Career,,,NBA,,19,568,,73%,27%,,,-12.7,-6.5,11,15,18,4,37,2,94,7,12
