Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008-09,20,LAC,NBA,SG,78,65,2677,411,901,0.456,131,337,0.389,280,564,0.496,0.529,299,350,0.854,45,156,201,215,78,35,164,172,1252
2009-10,21,LAC,NBA,SG,62,60,2229,352,784,0.449,119,321,0.371,233,463,0.503,0.525,222,299,0.742,25,135,160,186,69,14,144,96,1045
2010-11,22,LAC,NBA,SG,56,56,2112,427,949,0.45,106,291,0.364,321,658,0.488,0.506,287,348,0.825,45,119,164,244,71,18,151,115,1247
2011-12,23,NOH,NBA,PG,9,9,310,63,140,0.45,10,40,0.25,53,100,0.53,0.486,49,65,0.754,2,23,25,31,13,4,24,20,185
2012-13,24,NOH,NBA,SG,42,40,1264,235,584,0.402,56,173,0.324,179,411,0.436,0.45,187,222,0.842,10,67,77,137,45,8,117,75,713
2013-14,25,NOP,NBA,SG,64,64,2057,356,817,0.436,101,258,0.391,255,559,0.456,0.498,175,223,0.785,30,135,165,208,74,12,134,114,988
2014-15,26,NOP,NBA,SG,61,60,2018,285,694,0.411,141,315,0.448,144,379,0.38,0.512,107,133,0.805,28,131,159,229,50,14,122,145,818
2015-16,27,NOP,NBA,SG,45,44,1481,231,552,0.418,113,294,0.384,118,258,0.457,0.521,111,125,0.888,10,89,99,121,43,14,73,98,686
2016-17,28,HOU,NBA,SG,75,15,2323,412,1016,0.406,246,661,0.372,166,355,0.468,0.527,147,175,0.84,29,172,201,188,48,41,121,150,1217
2017-18,29,HOU,NBA,SG,69,30,2154,415,970,0.428,218,608,0.359,197,362,0.544,0.54,195,241,0.809,25,145,170,154,44,27,130,116,1243
2018-19,30,HOU,NBA,SG,68,53,2158,384,938,0.409,216,600,0.36,168,338,0.497,0.525,119,152,0.783,17,131,148,129,41,27,90,143,1103
2019-20,31,HOU,NBA,SG,34,13,972,162,438,0.37,92,288,0.319,70,150,0.467,0.475,78,103,0.757,8,57,65,52,22,12,36,68,494
Career,NA,,NBA,,663,509,21755,3733,8783,0.425,1549,4186,0.37,2184,4597,0.475,0.513,1976,2436,0.811,274,1360,1634,1894,598,226,1306,1312,10991
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,HOU,NBA,,246,111,7607,1373,3362,0.408,772,2157,0.358,601,1205,0.499,0.523,539,671,0.803,79,505,584,523,155,107,377,477,4057
5 seasons,NA,"NOH,NOP",NBA,,221,217,7130,1170,2787,0.42,421,1080,0.39,749,1707,0.439,0.495,629,768,0.819,80,445,525,726,225,52,470,452,3390
3 seasons,NA,LAC,NBA,,196,181,7018,1190,2634,0.452,356,949,0.375,834,1685,0.495,0.519,808,997,0.81,115,410,525,645,218,67,459,383,3544
