Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1977-78,23,CHI,NBA,SF,64,NA,698,119,262,0.454,37,56,0.661,67,64,131,43,14,3,46,72,275
1978-79,24,TOT,NBA,SF,42,NA,279,36,76,0.474,20,34,0.588,25,22,47,19,8,1,25,26,92
1978-79,24,CHI,NBA,SF,22,NA,203,24,51,0.471,12,19,0.632,16,12,28,15,5,0,21,16,60
1978-79,24,DET,NBA,SF,20,NA,76,12,25,0.48,8,15,0.533,9,10,19,4,3,1,4,10,32
Career,NA,,NBA,,106,NA,977,155,338,0.459,57,90,0.633,92,86,178,62,22,4,71,98,367
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CHI,NBA,,86,NA,901,143,313,0.457,49,75,0.653,83,76,159,58,19,3,67,88,335
1 season,NA,DET,NBA,,20,NA,76,12,25,0.48,8,15,0.533,9,10,19,4,3,1,4,10,32
