Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1977-78,23,CHI,NBA,SF,64,698,11.5,0.48,0.214,10.5,9.9,10.2,9.2,0.9,0.2,13.8,19.2,NA,0.5,0.3,0.8,0.054,NA,-0.7,-2.1,-2.8,-0.1
1978-79,24,TOT,NBA,SF,42,279,9.2,0.506,0.447,9.5,8.5,9,8.9,1.3,0.2,21.6,16.4,NA,0,0.2,0.1,0.023,NA,-2.8,-0.8,-3.6,-0.1
1978-79,24,CHI,NBA,SF,22,203,7.4,0.505,0.373,8.7,6.4,7.5,9.7,1.1,0,26.1,15.8,NA,-0.1,0.1,0,-0.007,NA,-2.9,-1,-3.9,-0.1
1978-79,24,DET,NBA,SF,20,76,14.2,0.506,0.6,11.9,14.1,13,6.8,1.8,0.7,11.2,17.8,NA,0.1,0.1,0.2,0.103,NA,-2.7,-0.2,-2.9,0
Career,NA,,NBA,,106,977,10.8,0.486,0.266,10.2,9.5,9.9,9.1,1.1,0.2,15.8,18.4,NA,0.5,0.5,0.9,0.045,NA,-1.3,-1.7,-3,-0.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CHI,NBA,,86,901,10.6,0.484,0.24,10.1,9.2,9.6,9.3,1,0.2,16.2,18.5,NA,0.4,0.4,0.8,0.04,NA,-1.2,-1.9,-3,-0.2
1 season,NA,DET,NBA,,20,76,14.2,0.506,0.6,11.9,14.1,13,6.8,1.8,0.7,11.2,17.8,NA,0.1,0.1,0.2,0.103,NA,-2.7,-0.2,-2.9,0
