Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1977-78,23,CHI,NBA,SF,64,NA,698,8.1,17.8,0.454,2.5,3.8,0.661,4.5,4.3,8.9,2.9,0.9,0.2,3.1,4.9,18.6,NA,99,106
1978-79,24,TOT,NBA,SF,42,NA,279,6,12.6,0.474,3.3,5.6,0.588,4.1,3.6,7.8,3.1,1.3,0.2,4.1,4.3,15.2,NA,95,107
1978-79,24,CHI,NBA,SF,22,NA,203,5.5,11.7,0.471,2.8,4.4,0.632,3.7,2.8,6.4,3.4,1.1,0,4.8,3.7,13.8,NA,89,108
1978-79,24,DET,NBA,SF,20,NA,76,7.1,14.7,0.48,4.7,8.8,0.533,5.3,5.9,11.2,2.4,1.8,0.6,2.4,5.9,18.9,NA,107,105
Career,NA,,NBA,,106,NA,977,7.4,16.2,0.459,2.7,4.3,0.633,4.4,4.1,8.6,3,1.1,0.2,3.4,4.7,17.6,NA,98,106
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CHI,NBA,,86,NA,901,7.5,16.4,0.457,2.6,3.9,0.653,4.3,4,8.3,3,1,0.2,3.5,4.6,17.5,NA,97,106
1 season,NA,DET,NBA,,20,NA,76,7.1,14.7,0.48,4.7,8.8,0.533,5.3,5.9,11.2,2.4,1.8,0.6,2.4,5.9,18.9,NA,107,105
