Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002-03,26,PHI,NBA,PF,8,38,2,0.387,0.167,0.667,10,9.4,9.7,0,0,2.3,20.5,12.3,NA,0,0,0,-0.021,NA,-6.3,-2.4,-8.7,-0.1
2003-04,27,MIL,NBA,C,5,94,10,0.514,0,0.571,9.4,17.4,13.3,0,0.6,2.4,21,16.4,NA,0,0,-0.1,-0.04,NA,-1.6,-2.1,-3.7,0
2004-05,28,SAC,NBA,C,4,47,10.1,0.5,0,0,14.3,14.2,14.3,6,2.3,6.8,38.5,12.3,NA,-0.1,0,0,-0.045,NA,-4.2,2.5,-1.7,0
2007-08,31,PHO,NBA,C,4,21,14.3,0.532,0,2,0,16.9,8.4,0,0,9.8,0,16.6,NA,0,0,0.1,0.147,NA,-2.8,4.1,1.2,0
Career,NA,,NBA,,21,200,9,0.494,0.026,0.615,9.7,15.1,12.3,1.4,0.8,4.2,22,14.7,NA,-0.1,0,-0.1,-0.018,NA,-3.2,-0.4,-3.7,-0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PHI,NBA,,8,38,2,0.387,0.167,0.667,10,9.4,9.7,0,0,2.3,20.5,12.3,NA,0,0,0,-0.021,NA,-6.3,-2.4,-8.7,-0.1
1 season,NA,MIL,NBA,,5,94,10,0.514,0,0.571,9.4,17.4,13.3,0,0.6,2.4,21,16.4,NA,0,0,-0.1,-0.04,NA,-1.6,-2.1,-3.7,0
1 season,NA,PHO,NBA,,4,21,14.3,0.532,0,2,0,16.9,8.4,0,0,9.8,0,16.6,NA,0,0,0.1,0.147,NA,-2.8,4.1,1.2,0
1 season,NA,SAC,NBA,,4,47,10.1,0.5,0,0,14.3,14.2,14.3,6,2.3,6.8,38.5,12.3,NA,-0.1,0,0,-0.045,NA,-4.2,2.5,-1.7,0
