,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,24,LAC,NBA,PF,39,584,.398,5.3,1.000,.416,.404,.124,.056,.000,.398,.582,.308,.200,.111,,.594,.099,14,,,,0,0
2001-02,25,CLE,NBA,PF,65,1107,.543,4.4,1.000,.605,.235,.111,.049,.000,.543,.622,.447,.389,.375,,.705,.179,24,,,,0,0
2002-03,26,PHI,NBA,PF,77,1381,.550,3.4,1.000,.592,.305,.094,.009,.000,.550,.648,.436,.323,.333,,.665,.139,44,,,,0,0
2003-04,27,MIL,NBA,C,56,1577,.497,6.1,1.000,.400,.326,.220,.055,.000,.497,.610,.485,.389,.179,,.624,.086,42,,,,0,0
2004-05,28,TOT,NBA,C-PF,49,941,.507,4.7,.995,.478,.366,.102,.049,.005,.510,.612,.493,.333,.000,.000,.529,.146,28,,.000,,1,0
2004-05,28,PHI,NBA,PF,24,246,.386,5.3,.982,.491,.316,.123,.053,.018,.393,.393,.500,.286,.000,.000,.591,.053,2,,.000,,1,0
2004-05,28,SAC,NBA,C,25,695,.554,4.5,1.000,.473,.385,.095,.047,.000,.554,.700,.491,.357,.000,,.512,.182,26,,,,0,0
2005-06,29,TOT,NBA,PF-C,65,944,.513,5.0,1.000,.456,.388,.081,.075,.000,.513,.630,.435,.462,.250,,.500,.056,7,,,,0,0
2005-06,29,SAC,NBA,PF,38,429,.551,4.3,1.000,.478,.377,.116,.029,.000,.551,.667,.538,.250,.000,,.447,.101,5,,,,0,0
2005-06,29,POR,NBA,C,27,515,.484,5.5,1.000,.440,.396,.055,.110,.000,.484,.600,.361,.800,.300,,.545,.022,2,,,,0,0
2006-07,30,MIL,NBA,PF,67,1523,.490,4.9,1.000,.514,.292,.091,.103,.000,.490,.546,.486,.261,.423,,.694,.099,23,,,,0,0
2007-08,31,PHO,NBA,C,66,844,.465,10.2,.985,.343,.126,.131,.384,.015,.462,.588,.480,.423,.355,.667,.733,.076,14,1.000,.000,,0,0
2008-09,32,LAC,NBA,PF,51,843,.449,7.7,.990,.371,.288,.171,.161,.010,.453,.526,.508,.314,.333,.000,.630,.063,8,,.000,,1,0
2009-10,33,LAC,NBA,PF,16,123,.400,7.4,1.000,.440,.200,.120,.240,.000,.400,.364,.400,1.000,.167,,.700,.000,0,,,,0,0
2010-11,34,MIL,NBA,C,2,6,,,,,,,,,,,,,,,,,0,,,,0,0
2011-12,35,MEM,NBA,C,1,4,.000,8.0,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,.000,0,,,,0,0
Career,,,NBA,,554,9877,.494,5.7,.997,.462,.304,.137,.095,.003,.494,.600,.455,.360,.299,.333,.635,.103,204,1.000,.000,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIL,NBA,,125,3106,.495,5.7,1.000,.437,.315,.178,.070,.000,.495,.585,.485,.368,.296,,.646,.090,65,,,,0,0
3 seasons,,LAC,NBA,,106,1550,.425,6.7,.995,.394,.330,.148,.123,.005,.427,.539,.403,.310,.271,.000,.620,.074,22,,.000,,1,0
2 seasons,,PHI,NBA,,101,1627,.526,3.6,.997,.577,.307,.098,.015,.003,.527,.616,.445,.316,.167,.000,.657,.126,46,,.000,,1,0
1 season,,PHO,NBA,,66,844,.465,10.2,.985,.343,.126,.131,.384,.015,.462,.588,.480,.423,.355,.667,.733,.076,14,1.000,.000,,0,0
1 season,,CLE,NBA,,65,1107,.543,4.4,1.000,.605,.235,.111,.049,.000,.543,.622,.447,.389,.375,,.705,.179,24,,,,0,0
2 seasons,,SAC,NBA,,63,1124,.553,4.4,1.000,.475,.382,.101,.041,.000,.553,.689,.506,.318,.000,,.492,.157,31,,,,0,0
1 season,,POR,NBA,,27,515,.484,5.5,1.000,.440,.396,.055,.110,.000,.484,.600,.361,.800,.300,,.545,.022,2,,,,0,0
1 season,,MEM,NBA,,1,4,.000,8.0,1.000,.000,1.000,.000,.000,.000,.000,,.000,,,,,.000,0,,,,0,0
