Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1952-53,24,ROC,NBA,PG,3,NA,66,8,20,0.4,10,14,0.714,5,6,14,26
1953-54,25,ROC,NBA,PG,6,NA,197,27,69,0.391,14,25,0.56,24,24,15,68
1954-55,26,ROC,NBA,PG,3,NA,109,17,42,0.405,18,28,0.643,17,15,7,52
1955-56,27,STL,NBA,PG,8,NA,162,19,55,0.345,5,11,0.455,9,15,18,43
1956-57,28,STL,NBA,SG,10,NA,375,52,137,0.38,20,36,0.556,38,57,48,124
1957-58,29,STL,NBA,SG,11,NA,332,36,88,0.409,14,26,0.538,37,51,36,86
1958-59,30,STL,NBA,SG,6,NA,250,30,90,0.333,10,19,0.526,18,32,20,70
1959-60,31,STL,NBA,PG,2,NA,27,2,4,0.5,0,4,0,1,3,5,4
Career,NA,,NBA,,49,NA,1518,191,505,0.378,91,163,0.558,149,203,163,473
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,STL,NBA,,37,NA,1146,139,374,0.372,49,96,0.51,103,158,127,327
3 seasons,NA,ROC,NBA,,12,NA,372,52,131,0.397,42,67,0.627,46,45,36,146
