Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,23,DTF,BAA,,60,NA,NA,0.338,0.334,NA,NA,NA,NA,NA,4.7,5.7,10.3,NA
1947-48,24,CHS,BAA,,48,NA,NA,0.357,0.358,NA,NA,NA,NA,NA,3.5,1.9,5.5,NA
1948-49,25,CHS,BAA,,58,NA,NA,0.387,0.443,NA,NA,NA,NA,NA,0.9,2.5,3.5,NA
1949-50,26,CHS,NBA,,68,NA,NA,0.445,0.478,NA,NA,NA,NA,NA,2.8,2.9,5.8,NA
1951-52,28,BLB,NBA,PF,66,2174,16.5,0.447,0.526,NA,NA,NA,NA,NA,2.6,1.4,4.1,0.089
1952-53,29,TOT,NBA,SF,65,1584,13.8,0.429,0.508,NA,NA,NA,NA,NA,0.7,1.4,2.1,0.064
1952-53,29,BLB,NBA,,25,835,16.4,0.476,0.521,NA,NA,NA,NA,NA,1.4,0.2,1.6,0.094
1952-53,29,MLH,NBA,SF,40,749,10.8,0.382,0.496,NA,NA,NA,NA,NA,-0.7,1.2,0.5,0.032
Career,NA,,TOT,,365,3758,15.4,0.39,0.421,NA,NA,NA,NA,NA,15.3,15.9,31.2,0.079
,NA,,NBA,,199,3758,15.4,0.441,0.508,NA,NA,NA,NA,NA,6.1,5.8,11.9,0.079
,NA,,BAA,,166,NA,NA,0.354,0.363,NA,NA,NA,NA,NA,9.2,10.1,19.3,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,CHS,BAA,,174,NA,NA,0.388,0.411,NA,NA,NA,NA,NA,7.3,7.4,14.7,NA
2 seasons,NA,BLB,NBA,,91,3009,16.5,0.455,0.525,NA,NA,NA,NA,NA,4,1.7,5.7,0.091
1 season,NA,DTF,BAA,,60,NA,NA,0.338,0.334,NA,NA,NA,NA,NA,4.7,5.7,10.3,NA
1 season,NA,MLH,NBA,,40,749,10.8,0.382,0.496,NA,NA,NA,NA,NA,-0.7,1.2,0.5,0.032
