Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,23,DTF,BAA,,60,,,5.5,19.2,.287,3.9,6.4,.605,,1.6,3.5,14.9
1947-48,24,CHS,BAA,,48,,,5.5,18.1,.303,4.0,6.5,.613,,0.6,4.0,14.9
1948-49,25,CHS,BAA,,58,,,2.9,8.4,.346,1.9,3.7,.523,,1.0,3.6,7.8
1949-50,26,CHS,NBA,,68,,,2.6,6.8,.381,2.1,3.3,.661,,1.1,3.9,7.3
1950-51,27,Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL),Did Not Play (other pro league—NPBL)
1951-52,28,BLB,NBA,PF,66,,32.9,3.9,10.7,.365,4.0,5.6,.707,9.7,2.1,3.9,11.8
1952-53,29,TOT,NBA,SF,65,,24.4,2.7,7.5,.365,2.4,3.8,.629,5.5,1.9,3.5,7.9
1952-53,29,BLB,NBA,,25,,33.4,3.9,9.7,.405,3.5,5.0,.690,8.0,2.9,4.2,11.3
1952-53,29,MLH,NBA,SF,40,,18.7,2.0,6.2,.325,1.7,3.1,.566,4.0,1.3,3.1,5.7
Career,NA,,TOT,,365,,28.7,3.8,11.4,.330,3.0,4.8,.628,7.6,1.4,3.7,10.6
,NA,,NBA,,199,,28.7,3.1,8.3,.369,2.8,4.2,.672,7.6,1.7,3.8,9.0
,NA,,BAA,,166,,,4.6,15.1,.304,3.2,5.5,.588,,1.1,3.7,12.4
,NA,,,,,,,,,,,,,,,,
3 seasons,NA,CHS,BAA,,174,,,3.5,10.4,.335,2.6,4.3,.601,,0.9,3.8,9.6
2 seasons,NA,BLB,NBA,,91,,33.1,3.9,10.4,.375,3.8,5.5,.703,9.2,2.3,4.0,11.7
1 season,NA,DTF,BAA,,60,,,5.5,19.2,.287,3.9,6.4,.605,,1.6,3.5,14.9
1 season,NA,MLH,NBA,,40,,18.7,2.0,6.2,.325,1.7,3.1,.566,4.0,1.3,3.1,5.7
