,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2011-12,21,GSW,NBA,SG,66,1608,.443,17.2,.627,.153,.084,.074,.316,.373,.460,.700,.217,.434,.414,.414,.623,.018,12,.928,.213,.474,1,0
2012-13,22,GSW,NBA,SG,82,2936,.422,17.8,.563,.145,.063,.107,.248,.437,.437,.617,.250,.349,.418,.401,.751,.013,15,.948,.291,.458,3,0
2013-14,23,GSW,NBA,SG,81,2868,.444,17.2,.575,.135,.088,.150,.202,.425,.464,.641,.378,.376,.449,.417,.622,.010,11,.946,.310,.458,3,0
2014-15,24,GSW,NBA,SG,77,2455,.463,16.6,.580,.172,.107,.131,.171,.420,.481,.682,.345,.418,.414,.439,.556,.019,21,.908,.229,.520,3,0
2015-16,25,GSW,NBA,SG,80,2666,.470,16.5,.531,.182,.082,.131,.138,.469,.510,.687,.336,.423,.455,.425,.725,.013,15,.920,.246,.419,4,0
2016-17,26,GSW,NBA,SG,78,2649,.468,17.7,.530,.156,.061,.124,.189,.470,.516,.664,.393,.474,.462,.414,.750,.004,5,.955,.272,.432,0,0
2017-18,27,GSW,NBA,SG,73,2506,.488,17.9,.558,.121,.054,.140,.244,.442,.526,.678,.359,.485,.507,.440,.743,.009,11,.952,.175,.473,2,0
2018-19,28,GSW,NBA,SG,78,2652,.467,17.7,.573,.138,.073,.148,.215,.427,.516,.715,.422,.478,.445,.402,.746,.019,24,.917,.210,.460,0,0
Career,,,NBA,,615,20340,.459,17.3,.563,.151,.076,.129,.208,.437,.491,.673,.346,.432,.447,.419,.694,.013,114,.934,.246,.457,16,0
