Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1974-75,22,PHI,NBA,PG,5,70,3.1,0.229,0.095,2.9,8.8,5.8,29.2,0,0,NA,-0.3,0,-0.3,-0.178,NA,-5.5,-1.1,-6.6,-0.2
Career,NA,,NBA,,5,70,3.1,0.229,0.095,2.9,8.8,5.8,29.2,0,0,NA,-0.3,0,-0.3,-0.178,NA,-5.5,-1.1,-6.6,-0.2
