,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,30,MIL,NBA,PG,18,289,100%,,,,,-1.7,-5.1,7,5,8,0,3,0,82,0,6
2001-02,31,LAL,NBA,PG,18,132,100%,,,,,+3.2,-0.7,4,1,6,0,0,0,23,0,1
2003-04,33,DET,NBA,SG,23,273,27%,70%,3%,,,-2.6,-13.3,10,1,10,2,3,0,46,0,2
2004-05,34,DET,NBA,SG,25,374,32%,66%,2%,,,+3.8,-2.5,5,6,9,4,9,0,82,2,7
2005-06,35,DET,NBA,PG,18,217,100%,,,,,-8.5,-16.2,6,2,12,4,0,4,63,0,3
2006-07,36,DET,NBA,PG,13,133,100%,,,,,-9.0,-15.0,6,1,8,1,2,2,32,0,1
2007-08,37,DET,NBA,PG,11,115,100%,,,,,+10.5,+8.9,4,0,2,1,0,2,28,0,2
2008-09,38,CHI,NBA,PG,6,24,100%,,,,,+26.6,+34.1,0,0,1,0,0,1,12,0,0
Career,,,NBA,,132,1557,71%,28%,1%,,,-0.4,-6.3,42,16,56,12,17,9,368,2,22
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,DET,NBA,,90,1112,59%,39%,2%,,,-1.0,-8.1,31,10,41,12,14,8,251,2,15
1 season,,LAL,NBA,,18,132,100%,,,,,+3.2,-0.7,4,1,6,0,0,0,23,0,1
1 season,,MIL,NBA,,18,289,100%,,,,,-1.7,-5.1,7,5,8,0,3,0,82,0,6
1 season,,CHI,NBA,,6,24,100%,,,,,+26.6,+34.1,0,0,1,0,0,1,12,0,0
