Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1995-96,22,SAC,NBA,SF,1,2,4.6,0.347,0,1,0,0,0,0,0,0,0,32.6,NA,0,0,0,-0.046,NA,-3.5,-6.3,-9.8,0
1998-99,25,SAC,NBA,SF,5,130,16,0.597,0,0.25,6.1,8.3,7.2,9.8,0.8,0.5,11.9,17.8,NA,0.3,0,0.3,0.116,NA,1.3,-0.8,0.5,0.1
1999-00,26,SAC,NBA,SF,5,87,15.6,0.775,0,0.75,4.9,12.8,9,2,0.6,0,19,13.7,NA,0.3,0,0.2,0.121,NA,0.5,-0.4,0.2,0
2001-02,28,DET,NBA,SF,10,269,15.4,0.517,0.018,0.339,8.1,15.6,11.7,8.9,1.9,0.6,14.6,27.4,NA,0,0.5,0.5,0.091,NA,-0.6,-0.5,-1.1,0.1
2002-03,29,DET,NBA,SF,15,233,13.2,0.506,0,0.644,6.4,10.4,8.4,13.9,1,1,14.8,28.1,NA,0.1,0.2,0.3,0.058,NA,-2.2,-0.6,-2.8,0
2003-04,30,DET,NBA,PF,22,327,8.7,0.445,0.008,0.388,7,10.1,8.6,9,1,0.8,14.5,24,NA,-0.1,0.4,0.4,0.057,NA,-4.4,-0.2,-4.5,-0.2
2004-05,31,SAC,NBA,PF,5,40,18.2,0.543,0.063,1.125,11.2,6.7,9.1,11.5,1.3,4,14.3,31,NA,0.1,0,0.1,0.089,NA,-1.5,-0.7,-2.1,0
2005-06,32,SAC,NBA,SF,3,11,16.1,0.554,0,0.6,0,12.8,5.8,0,0,0,0,27,NA,0,0,0,0.135,NA,-2.3,-2.7,-5,0
Career,NA,,NBA,,66,1099,13.1,0.513,0.01,0.466,7,11.4,9.1,9.5,1.2,0.8,14.4,24.4,NA,0.7,1.1,1.8,0.079,NA,-1.8,-0.5,-2.3,-0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,47,829,12.1,0.487,0.009,0.443,7.2,12,9.5,10.3,1.3,0.8,14.6,26.3,NA,0,1.2,1.2,0.068,NA,-2.6,-0.4,-2.9,-0.2
5 seasons,NA,SAC,NBA,,19,270,16.1,0.616,0.013,0.564,6.2,9.6,7.9,7.1,0.8,0.8,13.3,18.9,NA,0.7,0,0.6,0.113,NA,0.5,-0.7,-0.3,0.1
