Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1995-96,22,SAC,NBA,SF,1,0,2,0,18,0,0,0,NA,0,18,0,18,18,1,0,0,0,0,0,0,0,0,18
1998-99,25,SAC,NBA,SF,5,5,130,6.4,11.1,0.575,0,0,NA,6.4,11.1,0.575,1.9,2.8,0.7,1.9,2.5,4.4,1.7,0.6,0.3,1.7,3.6,14.7
1999-00,26,SAC,NBA,SF,5,5,87,4.6,6.6,0.688,0,0,NA,4.6,6.6,0.688,4.6,5,0.917,1.7,4.6,6.2,0.4,0.4,0,2.1,3.3,13.7
2001-02,28,DET,NBA,SF,10,0,269,7,15,0.464,0,0.3,0,7,14.7,0.473,3.9,5.1,0.763,2.5,4.6,7.1,1.3,1.2,0.3,2.9,4.1,17.8
2002-03,29,DET,NBA,SF,15,0,233,5.7,13.9,0.411,0,0,NA,5.7,13.9,0.411,6.6,9,0.741,2,3.1,5.1,2.3,0.6,0.5,3.1,5.9,18.1
2003-04,30,DET,NBA,PF,22,0,327,4.8,13.3,0.364,0,0.1,0,4.8,13.2,0.367,4.2,5.2,0.809,2.2,3.2,5.4,1.7,0.7,0.3,2.6,6.5,13.9
2004-05,31,SAC,NBA,PF,5,0,40,5.4,14.4,0.375,0,0.9,0,5.4,13.5,0.4,12.6,16.2,0.778,3.6,1.8,5.4,2.7,0.9,1.8,3.6,9.9,23.4
2005-06,32,SAC,NBA,SF,3,0,11,6.5,16.4,0.4,0,0,NA,6.5,16.4,0.4,9.8,9.8,1,0,3.3,3.3,0,0,0,0,9.8,22.9
Career,NA,,NBA,,66,10,1099,5.7,13.1,0.436,0,0.1,0,5.7,13,0.441,4.8,6.1,0.781,2.2,3.5,5.7,1.6,0.8,0.4,2.7,5.3,16.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,47,0,829,5.8,14,0.412,0,0.1,0,5.8,13.9,0.416,4.8,6.2,0.769,2.3,3.6,5.9,1.7,0.8,0.3,2.9,5.6,16.3
5 seasons,NA,SAC,NBA,,19,10,270,5.6,10.4,0.538,0,0.1,0,5.6,10.3,0.545,4.8,5.9,0.818,2,3.1,5.1,1.3,0.5,0.4,2,4.7,16
