,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,28,DET,NBA,SF,10,269,,,73%,27%,,+4.0,+9.4,7,6,9,8,18,0,20,4,6
2002-03,29,DET,NBA,SF,15,233,,22%,75%,3%,,-7.0,-10.7,6,5,15,8,21,0,35,4,5
2003-04,30,DET,NBA,PF,22,327,,,65%,33%,2%,+0.8,-9.7,6,7,23,9,17,0,33,1,11
2004-05,31,SAC,NBA,PF,5,40,,,11%,82%,7%,-22.5,-20.6,0,1,4,3,7,0,7,0,2
2005-06,32,SAC,NBA,SF,3,11,,,,100%,,-45.1,-36.5,0,0,2,0,2,0,0,1,1
Career,,,NBA,,55,880,,6%,67%,26%,1%,-1.9,-4.9,19,19,53,28,65,0,95,10,25
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,DET,NBA,,47,829,,6%,70%,23%,1%,-0.4,-3.8,19,18,47,25,56,0,88,9,22
2 seasons,,SAC,NBA,,8,51,,,9%,86%,5%,-27.4,-24.0,0,1,6,3,9,0,7,1,3
