Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987-88,25,BOS,NBA,C,79,5,1151,3.4,6.3,0.532,0,0,NA,3.4,6.3,0.532,2.2,3.5,0.64,3.3,5.2,8.4,1.3,0.9,0.8,1.7,6.2,9
1988-89,26,BOS,NBA,C,62,0,632,3.1,6.5,0.482,0.1,0.1,1,3.1,6.4,0.478,1.5,2.7,0.542,3.4,5,8.3,1.1,1.1,0.3,1.3,5.4,7.8
1989-90,27,ORL,NBA,C,80,50,1691,2.9,6.1,0.484,0.1,0.1,0.75,2.9,6,0.48,1.8,2.6,0.692,3.3,5.9,9.2,1.4,0.8,0.5,1.5,5.3,7.7
1990-91,28,ORL,NBA,C,68,0,1313,3,5.9,0.509,0,0.1,0.333,3,5.8,0.512,1.8,2.8,0.653,3.8,6,9.8,0.7,0.7,0.7,1.2,6,7.8
1991-92,29,ORL,NBA,C,68,6,926,3,5.9,0.517,0,0.1,0.333,3,5.8,0.52,2,2.6,0.761,3.8,6,9.8,0.9,1,0.6,1.3,5.4,8.1
1992-93,30,TOT,NBA,C,18,7,269,3.5,6.6,0.531,0.1,0.3,0.5,3.3,6.3,0.532,1.5,2.1,0.688,3.5,5.5,9,0.7,0.4,0.8,1.7,4.6,8.6
1992-93,30,HOU,NBA,C,6,0,23,3.1,14.1,0.222,1.6,3.1,0.5,1.6,11,0.143,1.6,3.1,0.5,3.1,6.3,9.4,0,0,0,3.1,3.1,9.4
1992-93,30,WSB,NBA,C,12,7,246,3.5,5.9,0.6,0,0,NA,3.5,5.9,0.6,1.5,2,0.714,3.5,5.4,8.9,0.7,0.4,0.9,1.6,4.7,8.5
Career,NA,,NBA,,375,68,5982,3.1,6.1,0.506,0,0.1,0.538,3.1,6,0.505,1.9,2.8,0.665,3.5,5.7,9.2,1.1,0.8,0.6,1.4,5.6,8.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,ORL,NBA,,216,56,3930,3,6,0.5,0,0.1,0.5,2.9,5.9,0.5,1.8,2.6,0.694,3.6,6,9.5,1,0.8,0.6,1.3,5.6,7.8
2 seasons,NA,BOS,NBA,,141,5,1783,3.3,6.4,0.514,0,0,1,3.3,6.4,0.513,2,3.2,0.61,3.3,5.1,8.4,1.2,1,0.7,1.6,5.9,8.6
1 season,NA,WSB,NBA,,12,7,246,3.5,5.9,0.6,0,0,NA,3.5,5.9,0.6,1.5,2,0.714,3.5,5.4,8.9,0.7,0.4,0.9,1.6,4.7,8.5
1 season,NA,HOU,NBA,,6,0,23,3.1,14.1,0.222,1.6,3.1,0.5,1.6,11,0.143,1.6,3.1,0.5,3.1,6.3,9.4,0,0,0,3.1,3.1,9.4
