,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1997-98,18,SYRACUSE,15,,10,24,1,6,5,10,,13,1,1,6,,,26,.417,.167,.500,,1.7,0.9,0.1
1998-99,19,SYRACUSE,33,815,128,256,13,57,45,60,,180,42,28,23,42,97,314,.500,.228,.750,24.7,9.5,5.5,1.3
1999-00,20,SYRACUSE,31,807,137,268,2,12,55,82,,190,42,31,19,46,86,331,.511,.167,.671,26.0,10.7,6.1,1.4
2000-01,21,SYRACUSE,34,1242,215,437,4,14,125,158,,300,56,58,48,69,92,559,.492,.286,.791,36.5,16.4,8.8,1.6
Career,,,113,2864,490,985,20,89,230,310,,683,141,118,96,157,275,1230,.497,.225,.742,29.2,10.9,6.0,1.2
