,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1952-53,23,NYK,NBA,,2,,3,,,,6,5
1953-54,24,MLH,NBA,,5,,6,,,,,14
Career,,,,,5,,6,,,,,14
1 Season,,MLH,NBA,,5,,6,,,,,14
1 Season,,NYK,NBA,,2,,3,,,,6,5
