,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1951-52,25,INO,NBA,,10,,11,12,,,6,23
1952-53,26,INO,NBA,,10,,13,16,,,,23
1953-54,27,MLH,NBA,,8,,9,,,,,23
Career,,,,,10,,13,,,,,23
2 Seasons,,INO,NBA,,10,,13,16,,,,23
1 Season,,MLH,NBA,,8,,9,,,,,23
