,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,20,UTA,NBA,SG,59,939,2%,96%,3%,,,-1.9,-3.6,20,15,41,10,60,8,116,12,35
2012-13,21,UTA,NBA,SG,64,1137,20%,75%,5%,,,+5.0,+7.3,39,15,49,17,52,21,199,13,35
2013-14,22,UTA,NBA,SG,78,2193,6%,89%,5%,,,-7.3,+1.4,63,48,91,18,156,20,481,37,67
2014-15,23,UTA,NBA,SG,27,899,1%,95%,4%,,,-7.4,-9.8,29,10,38,7,49,11,188,10,24
2015-16,24,UTA,NBA,SG,31,797,30%,69%,,,,-1.4,-4.1,20,15,28,6,58,6,146,10,27
2016-17,25,UTA,NBA,SG,42,653,10%,81%,9%,,,+0.3,-5.1,15,9,26,5,35,2,65,11,21
2017-18,26,UTA,NBA,SG,64,1059,5%,87%,8%,,,-0.2,-6.7,25,17,27,9,56,4,160,9,24
2018-19,27,TOT,NBA,SG,64,1375,1%,56%,41%,2%,,-11.1,-10.5,35,18,41,5,69,12,303,20,37
2018-19,27,UTA,NBA,SG,17,269,2%,76%,22%,,,-4.5,-10.6,7,3,6,2,21,1,47,7,7
2018-19,27,CLE,NBA,SG,34,979,1%,53%,44%,2%,,-14.0,-5.1,27,14,32,2,45,11,232,12,30
2018-19,27,SAC,NBA,SG,13,127,,38%,62%,,,-3.6,-2.8,1,1,3,1,3,0,24,1,0
2019-20,28,TOT,NBA,SG,59,1612,7%,39%,53%,2%,,-8.3,-6.7,52,14,44,12,116,18,393,25,38
2019-20,28,GSW,NBA,SG,48,1390,8%,42%,49%,2%,,-9.2,-0.7,46,14,40,9,101,15,342,20,33
2019-20,28,PHI,NBA,SG,11,222,1%,19%,79%,1%,,-2.8,-5.4,6,0,4,3,15,3,51,5,5
Career,,,NBA,,488,10664,8%,75%,17%,,,-4.6,-3.7,298,161,385,89,651,102,2051,147,308
,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,UTA,NBA,,382,7946,9%,85%,5%,,,-2.7,-2.2,218,132,306,74,487,73,1402,109,240
1 season,,GSW,NBA,,48,1390,8%,42%,49%,2%,,-9.2,-0.7,46,14,40,9,101,15,342,20,33
1 season,,CLE,NBA,,34,979,1%,53%,44%,2%,,-14.0,-5.1,27,14,32,2,45,11,232,12,30
1 season,,SAC,NBA,,13,127,,38%,62%,,,-3.6,-2.8,1,1,3,1,3,0,24,1,0
1 season,,PHI,NBA,,11,222,1%,19%,79%,1%,,-2.8,-5.4,6,0,4,3,15,3,51,5,5
