,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,29,TOT,BAA,,12,,13,,,,,35
1946-47,29,TRH,BAA,,12,,9,,,,,30
1946-47,29,CLR,BAA,,12,,13,,,,,35
1947-48,30,BOS,BAA,,14,,11,,,,,34
1948-49,31,PHW,BAA,,12,,13,14,,,,28
1949-50,32,TOT,NBA,,10,,16,18,,,,30
1949-50,32,PHW,NBA,,6,,7,11,,,,17
1949-50,32,BLB,NBA,,10,,16,18,,,,30
Career,,,TOT,,14,,16,,,,,35
,,,NBA,,10,,16,18,,,,30
,,,BAA,,14,,13,,,,,35
,,,,,,,,,,,,
2 Seasons,,PHW,BAA,,12,,13,14,,,,28
1 Season,,BLB,NBA,,10,,16,18,,,,30
1 Season,,BOS,BAA,,14,,11,,,,,34
1 Season,,CLR,BAA,,12,,13,,,,,35
1 Season,,TRH,BAA,,12,,9,,,,,30
