,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1991-92,19,VIRGINIA,33,996,166,372,0,1,105,151,,192,8,18,15,59,82,437,.446,.000,.695,30.2,13.2,5.8,0.2
1992-93,20,VIRGINIA,31,887,178,406,0,4,97,152,,224,20,33,27,71,86,453,.438,.000,.638,28.6,14.6,7.2,0.6
1993-94,21,VIRGINIA,31,977,179,442,12,37,95,149,,218,28,28,28,75,88,465,.405,.324,.638,31.5,15.0,7.0,0.9
1994-95,22,VIRGINIA,34,1079,236,471,1,4,142,200,,295,55,32,26,74,83,615,.501,.250,.710,31.7,18.1,8.7,1.6
Career,,,129,3939,759,1691,13,46,439,652,,929,111,111,96,279,339,1970,.449,.283,.673,30.5,15.3,7.2,0.9
