Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2009-10,22,TOT,NBA,PF,47,624,15,0.528,0.01,0.338,13.5,18.7,16,5.2,1.1,2.5,11.5,18.7,NA,0.8,0.6,1.4,0.105,NA,-2.1,-1.4,-3.5,-0.2
2009-10,22,NYK,NBA,PF,24,252,14,0.479,0.022,0.228,14.2,13.3,13.8,4.5,2,2.7,10.6,20.3,NA,0.1,0.2,0.3,0.059,NA,-3,-1.6,-4.6,-0.2
2009-10,22,HOU,NBA,PF,23,372,15.7,0.567,0,0.431,13.1,22.4,17.6,5.6,0.5,2.3,12.2,17.6,NA,0.6,0.4,1,0.135,NA,-1.4,-1.3,-2.7,-0.1
2010-11,23,HOU,NBA,C,72,1125,13,0.521,0.006,0.241,12.9,18,15.4,4,0.6,3.2,13.7,17.7,NA,0.8,1,1.8,0.079,NA,-2.9,-1.4,-4.3,-0.7
2011-12,24,TOT,NBA,C,39,551,15.8,0.522,0.018,0.285,12.8,26.3,19.5,4.7,1.3,3.6,14.3,17.9,NA,0.5,0.8,1.4,0.118,NA,-1.8,0.3,-1.5,0.1
2011-12,24,HOU,NBA,C,32,469,15.1,0.529,0.022,0.289,11.5,27,19.2,4.7,1,3.4,13.6,17.1,NA,0.5,0.7,1.1,0.118,NA,-1.7,0.3,-1.4,0.1
2011-12,24,LAL,NBA,C,7,82,19.3,0.492,0,0.267,20,22.1,21.1,4.2,3.2,5.3,17.3,22.6,NA,0,0.2,0.2,0.12,NA,-2.7,0.3,-2.4,0
2012-13,25,LAL,NBA,PF,29,458,18.5,0.533,0.013,0.394,20.3,19.7,20,4.7,0.9,3,12.5,20.2,NA,0.9,0.5,1.4,0.147,NA,-0.1,-1.6,-1.6,0
2013-14,26,LAL,NBA,PF,72,1500,19.3,0.579,0.002,0.347,13.8,24.3,19,5.9,0.9,3.1,11.1,19.7,NA,3.1,1.3,4.4,0.141,NA,0.5,-1,-0.5,0.6
2014-15,27,LAL,NBA,C,70,1874,16.2,0.494,0.014,0.216,9.9,23.4,16.4,9.5,0.9,2.3,11.1,22.7,NA,1.1,1.1,2.2,0.055,NA,-0.6,-1.6,-2.2,-0.1
2015-16,28,IND,NBA,C,73,1513,16.4,0.534,0.002,0.228,11.3,21.2,16.3,9.5,1.2,2,13.2,20.3,NA,1.6,2.3,3.9,0.124,NA,-0.7,0,-0.7,0.5
2016-17,29,MIN,NBA,C,7,47,5.5,0.432,0,0.154,19.6,15.1,17.4,0,1.1,0,22.4,16.8,NA,-0.1,0,0,-0.033,NA,-7.1,-5.2,-12.3,-0.1
Career,NA,,NBA,,409,7692,16.3,0.529,0.008,0.27,12.5,21.9,17.1,7,1,2.6,12.2,20,NA,8.7,7.7,16.4,0.102,NA,-1,-1,-2,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,178,3914,17.7,0.529,0.009,0.282,12.8,23.3,17.9,7.5,1,2.7,11.4,21.3,NA,5,3.1,8.2,0.1,NA,-0.2,-1.3,-1.5,0.5
3 seasons,NA,HOU,NBA,,127,1966,14.1,0.532,0.008,0.287,12.6,20.9,16.7,4.5,0.7,3.1,13.4,17.5,NA,2,2.1,4,0.099,NA,-2.3,-0.9,-3.3,-0.7
1 season,NA,IND,NBA,,73,1513,16.4,0.534,0.002,0.228,11.3,21.2,16.3,9.5,1.2,2,13.2,20.3,NA,1.6,2.3,3.9,0.124,NA,-0.7,0,-0.7,0.5
1 season,NA,NYK,NBA,,24,252,14,0.479,0.022,0.228,14.2,13.3,13.8,4.5,2,2.7,10.6,20.3,NA,0.1,0.2,0.3,0.059,NA,-3,-1.6,-4.6,-0.2
1 season,NA,MIN,NBA,,7,47,5.5,0.432,0,0.154,19.6,15.1,17.4,0,1.1,0,22.4,16.8,NA,-0.1,0,0,-0.033,NA,-7.1,-5.2,-12.3,-0.1
