Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,NA,NJA,ABA,SF,70,NA,1590,306,686,0.446,2,5,0.4,304,681,0.446,0.448,238,336,0.708,NA,NA,329,66,81,173,852
Career,NA,,ABA,,70,NA,1590,306,686,0.446,2,5,0.4,304,681,0.446,0.448,238,336,0.708,NA,NA,329,66,81,173,852
