Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1959-60,24,PHW,NBA,PG,9,370,10.7,0.389,0.265,NA,NA,NA,17.9,NA,-0.2,0.6,0.4,0.05
1960-61,25,PHW,NBA,PG,3,121,11.4,0.403,0.351,NA,NA,NA,19,NA,-0.1,0.2,0.1,0.049
1961-62,26,PHW,NBA,PG,12,482,11,0.411,0.379,NA,NA,NA,26,NA,-0.1,0.8,0.7,0.074
1963-64,28,SFW,NBA,PG,12,419,12.2,0.379,0.272,NA,NA,NA,29.1,NA,-0.5,0.8,0.2,0.027
1966-67,31,CHI,NBA,PG,3,97,10.3,0.403,0.125,NA,NA,NA,26.3,NA,-0.1,0,-0.1,-0.04
1969-70,34,MIL,NBA,PG,7,68,12.3,0.441,0.857,NA,NA,NA,34.8,NA,0,0,0,0.024
Career,NA,,NBA,,46,1557,11.3,0.396,0.31,NA,NA,NA,24.8,NA,-1,2.4,1.4,0.044
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,"PHW,SFW",NBA,,36,1392,11.3,0.394,0.309,NA,NA,NA,24.2,NA,-0.9,2.4,1.5,0.051
1 season,NA,MIL,NBA,,7,68,12.3,0.441,0.857,NA,NA,NA,34.8,NA,0,0,0,0.024
1 season,NA,CHI,NBA,,3,97,10.3,0.403,0.125,NA,NA,NA,26.3,NA,-0.1,0,-0.1,-0.04
