,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1958-59,23,PHW,NBA,,13,25,5,6,,13,6,28
1959-60,24,PHW,NBA,,14,29,7,10,,18,6,30
1960-61,25,PHW,NBA,,12,25,11,19,,,6,33
1961-62,26,PHW,NBA,,9,,9,,,,,21
1962-63,27,SFW,NBA,,11,,8,,,,,26
1963-64,28,SFW,NBA,,11,,10,13,,,6,30
1964-65,29,SFW,NBA,,12,29,10,13,12,16,6,29
1965-66,30,SFW,NBA,,19,,11,16,,,,47
1966-67,31,CHI,NBA,,14,36,12,12,12,24,6,39
1967-68,32,TOT,NBA,,8,,8,9,,,,23
1967-68,32,CHI,NBA,,6,20,4,4,8,9,5,16
1967-68,32,CIN,NBA,,8,,8,9,,,,23
1968-69,33,MIL,NBA,,12,,10,11,,,,29
1969-70,34,MIL,NBA,,9,,5,7,,,,20
Career,,,,,19,,12,,,,,47
8 Seasons,,"PHW,SFW",NBA,,19,,11,,,,,47
2 Seasons,,MIL,NBA,,12,,10,11,,,,29
2 Seasons,,CHI,NBA,,14,36,12,12,12,24,6,39
1 Season,,CIN,NBA,,8,,8,9,,,,23
