Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,23,PHW,NBA,PG,45,NA,1565,211,535,0.394,61,112,0.545,281,261,132,483
1959-60,24,PHW,NBA,PG,68,NA,2483,338,870,0.389,111,181,0.613,391,482,196,787
1960-61,25,PHW,NBA,PG,78,NA,2905,397,1029,0.386,206,300,0.687,509,677,262,1000
1961-62,26,PHW,NBA,PG,80,NA,2650,267,749,0.356,121,182,0.665,348,643,312,655
1962-63,27,SFW,NBA,PG,79,NA,3249,445,1150,0.387,208,286,0.727,394,825,296,1098
1963-64,28,SFW,NBA,PG,79,NA,2695,337,923,0.365,198,280,0.707,328,556,245,872
1964-65,29,SFW,NBA,SG,79,NA,2699,465,1225,0.38,223,325,0.686,323,565,256,1153
1965-66,30,SFW,NBA,SG,79,NA,2902,586,1571,0.373,296,407,0.727,421,846,241,1468
1966-67,31,CHI,NBA,PG,81,NA,3063,538,1377,0.391,383,475,0.806,346,908,243,1459
1967-68,32,TOT,NBA,PG,79,NA,1546,148,426,0.347,107,133,0.805,150,380,167,403
1967-68,32,CHI,NBA,PG,4,NA,129,16,54,0.296,9,11,0.818,14,28,11,41
1967-68,32,CIN,NBA,PG,75,NA,1417,132,372,0.355,98,122,0.803,136,352,156,362
1968-69,33,MIL,NBA,PG,81,NA,2157,325,862,0.377,184,232,0.793,226,561,207,834
1969-70,34,MIL,NBA,PG,64,NA,749,68,191,0.356,67,90,0.744,74,213,73,203
Career,NA,,NBA,,892,NA,28663,4125,10908,0.378,2165,3003,0.721,3791,6917,2630,10415
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,"PHW,SFW",NBA,,587,NA,21148,3046,8052,0.378,1424,2073,0.687,2995,4855,1940,7516
2 seasons,NA,MIL,NBA,,145,NA,2906,393,1053,0.373,251,322,0.78,300,774,280,1037
2 seasons,NA,CHI,NBA,,85,NA,3192,554,1431,0.387,392,486,0.807,360,936,254,1500
1 season,NA,CIN,NBA,,75,NA,1417,132,372,0.355,98,122,0.803,136,352,156,362
