,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1988-89,19,UNCWILM,6,50,7,12,,,1,4,,7,3,2,1,6,12,15,.583,,.250,8.3,2.5,1.2,0.5
1989-90,20,UNCWILM,28,525,100,176,,,38,77,,157,22,16,19,59,97,238,.568,,.494,18.8,8.5,5.6,0.8
1990-91,21,UNCWILM,28,647,114,207,,,53,84,,190,25,25,28,41,97,281,.551,,.631,23.1,10.0,6.8,0.9
1991-92,22,UNCWILM,28,865,206,319,,,82,130,,262,31,28,39,70,101,494,.646,,.631,30.9,17.6,9.4,1.1
Career,,,90,2087,427,714,,,174,295,,616,81,71,87,176,307,1028,.598,,.590,23.2,11.4,6.8,0.9
