,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,26,INA,ABA,,10,,1,,,,10,15,,,,,,,25
1969-70,28,INA,ABA,,1,,0,,,,1,3,,,,,,,3
Career,,,,,10,,1,,,,10,15,,,,,,,25
